area,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,price_per_sft
800,1,3,1,4th,Tiled,"Kafrul, Dhaka, Bangladesh","4,000.00৳"
1678,3,3,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh",Negotiable
1100,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
1200,2,3,1,4th,1,"Rupnagar, Dhaka, Bangladesh","4,333.00৳"
1210,1,3,1,8th,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1800,3,3,1,7th,Tiled,"Banashree, Dhaka, Bangladesh",Negotiable
1600,3,4,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","4,200.00৳"
1200,3,3,Space,5th,1,"Rupnagar, Dhaka, Bangladesh","5,166.00৳"
1735,2,3,1,6th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,500.00৳"
1130,2,3,1,3rd,Tiled,"Kafrul, Dhaka, Bangladesh","4,867.00৳"
2600,6,6,2,3rd,4,"Khilgaon, Dhaka, Bangladesh","3,000.00৳"
935,1,2,1,4th,1,"Bashundhara RA, Dhaka, Bangladesh","5,000.00৳"
1313,2,3,1,4th,Tiled,"Kafrul, Dhaka, Bangladesh","4,570.00৳"
1425,2,3,1,3rd,Tiled,"New Market, Dhaka, Bangladesh","6,500.00৳"
1500,2,3,1,5th,3,"Bashundhara RA, Dhaka, Bangladesh","6,000.00৳"
1735,4,3,1,6th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,780.00৳"
2050,2,3,1,7th,2,"Bashundhara RA, Dhaka, Bangladesh","6,500.00৳"
1200,2,3,1,6th,Tiled,"Dhanmondi, Dhaka, Bangladesh","8,333.00৳"
1315,2,3,1,9th,Tiled,"Kalabagan, Dhaka, Bangladesh","9,000.00৳"
600,1,2,Space,6th,,"Rupnagar, Dhaka, Bangladesh","4,666.00৳"
2000,2,3,1,10th,Tiled,"Ramna, Dhaka, Bangladesh","7,500.00৳"
1518,2,3,1,3rd,Tiled,"Sher E Bangla Nagar , Dhaka, Bangladesh","7,905.00৳"
2,1,2,1,6th,Tiled,"Mirpur, Dhaka, Bangladesh","5,000.00৳"
2350,2,3,1,5th,2,"Dhanmondi, Dhaka, Bangladesh","13,500.00৳"
630,2,2,1,5th,1,"Rupnagar, Dhaka, Bangladesh","3,810.00৳"
1125,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","5,778.00৳"
1650,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","5,300.00৳"
1403,2,3,1,6th,3,"Bashundhara RA, Dhaka, Bangladesh","7,127.00৳"
995,2,3,1,9th,Tiled,"Mirpur, Dhaka, Bangladesh","5,500.00৳"
1550,2,3,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","4,600.00৳"
1570,2,3,1,1st,3,"Bashundhara RA, Dhaka, Bangladesh","6,500.00৳"
1550,2,3,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","5,500.00৳"
1115,1,3,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1240,2,3,1,1st,Tiled,"Bashundhara RA, Dhaka, Bangladesh","5,500.00৳"
1550,2,3,2,8th,Tiled,"Banashree, Dhaka, Bangladesh",Negotiable
7,2,2,Space,1st,,"Moulvibazar Sadar, Moulvibazar, Bangladesh","1,50,000.00৳"
1800,4,4,1,1st,5,"Sylhet City, Sylhet, Bangladesh","4,500.00৳"
900,1,2,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","4,389.00৳"
905,1,2,1,4th,Tiled,"Rampura, Dhaka, Bangladesh","4,600.00৳"
1300,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
1396,2,4,1,4th,2,"Banashree, Dhaka, Bangladesh",Negotiable
2950,3,4,1,8th,3,"Bashundhara RA, Dhaka, Bangladesh","7,500.00৳"
1400,2,3,1,5th,1,"Bashundhara RA, Dhaka, Bangladesh","6,642.00৳"
1145,2,3,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh",Negotiable
1030,1,2,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","6,500.00৳"
1300,2,3,1,6th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,200.00৳"
1500,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","4,400.00৳"
1400,2,3,1,9th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","8,215.00৳"
935,1,2,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","5,700.00৳"
700,1,2,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,428.00৳"
1300,2,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","8,000.00৳"
1069,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","4,209.00৳"
650,1,2,1,Ground,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1450,2,3,1,6th, Other,"Banashree, Dhaka, Bangladesh","5,500.00৳"
1050,1,2,1,16th,Tiled,"Banashree, Dhaka, Bangladesh","4,000.00৳"
1025,1,3,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","6,341.00৳"
1350,2,3,1,7th,Tiled,"Kalabagan, Dhaka, Bangladesh","6,500.00৳"
1500,2,3,1,14th,Tiled,"Motijheel, Dhaka, Bangladesh","7,500.00৳"
1245,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","6,024.00৳"
1150,2,2,1,4th,Tiled,"Banashree, Dhaka, Bangladesh","4,087.00৳"
1400,2,3,1,7th,Tiled,"Malibagh, Dhaka, Bangladesh","6,500.00৳"
1400,2,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","7,850.00৳"
1510,2,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","9,933.00৳"
700,2,2,Space,3rd,,"Mohammadpur , Dhaka, Bangladesh","4,200.00৳"
1800,1,3,1,4th,Tiled,"Khulna City, Khulna, Bangladesh","2,586.00৳"
700,1,2,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","3,570.00৳"
1180,2,2,1,5th,Tiled,"Khulna City, Khulna, Bangladesh","3,800.00৳"
1250,2,3,1,8th,Tiled,"Mirpur, Dhaka, Bangladesh","4,500.00৳"
816,1,2,1,8th,Tiled,"Kafrul, Dhaka, Bangladesh","5,000.00৳"
1134,1,3,1,9th,Tiled,"Kafrul, Dhaka, Bangladesh","4,850.00৳"
1300,2,3,1,1st,Tiled,"Kafrul, Dhaka, Bangladesh","5,000.00৳"
1300,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","4,200.00৳"
1050,2,3,1,7th,Tiled,"Kafrul, Dhaka, Bangladesh","4,762.00৳"
1700,3,4,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","4,700.00৳"
1438,2,3,1,2nd,2,"Paltan, Dhaka, Bangladesh","6,676.00৳"
1200,2,3,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","4,500.00৳"
1460,2,3,1,1st,3,"Bashundhara RA, Dhaka, Bangladesh","6,200.00৳"
1654,3,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,500.00৳"
1590,2,3,1,8th,3,"Dhanmondi, Dhaka, Bangladesh","11,000.00৳"
1625,2,3,1,4th,Tiled,"Sher E Bangla Nagar , Dhaka, Bangladesh","5,230.00৳"
1185,1,1,1,7th,Tiled,"Chattogram City, Chattogram, Bangladesh","3,500.00৳"
1700,2,3,1,6th,Tiled,"Khilkhet, Dhaka, Bangladesh","5,000.00৳"
935,2,3,1,8th,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,812.00৳"
2056,3,3,1,6th,2,"Mohammadpur , Dhaka, Bangladesh","6,500.00৳"
1908,2,3,1,5th,2,"Mohammadpur , Dhaka, Bangladesh","6,500.00৳"
2377,3,4,1,9th,Tiled,"Rampura, Dhaka, Bangladesh","5,500.00৳"
1400,2,3,1,2nd,Tiled,"Kalabagan, Dhaka, Bangladesh","7,571.00৳"
1575,2,3,1,2nd,Tiled,"Kalabagan, Dhaka, Bangladesh","8,000.00৳"
1500,3,3,1,2nd,Tiled,"Sylhet City, Sylhet, Bangladesh","3,000.00৳"
1000,1,2,1,3rd,Tiled,"New Market, Dhaka, Bangladesh",Negotiable
1275,2,3,1,7th,Tiled,"Rampura, Dhaka, Bangladesh","6,500.00৳"
1680,2,3,1,8th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,547.00৳"
1800,3,3,1,3rd,3,"Bashundhara RA, Dhaka, Bangladesh","6,900.00৳"
2600,2,3,1,3rd,Tiled,"Rampura, Dhaka, Bangladesh","7,000.00৳"
1550,2,3,1,7th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1550,2,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,130.00৳"
1450,2,3,1,7th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,550.00৳"
1400,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh","8,714.00৳"
1200,1,3,1,2nd,Tiled,"Sylhet City, Sylhet, Bangladesh","2,650.00৳"
1355,2,3,1,8th,Tiled,"Malibagh, Dhaka, Bangladesh",Negotiable
1700,2,3,1,4th,Tiled,"Daskhinkhan, Dhaka, Bangladesh",Negotiable
1800,3,3,1,2nd,Tiled,"Kalabagan, Dhaka, Bangladesh","7,000.00৳"
1190,2,3,1,5th,Tiled,"Shyamoli, Dhaka, Bangladesh","5,700.00৳"
1190,2,3,1,7th,Tiled,"Shyamoli, Dhaka, Bangladesh","9,300.00৳"
1775,3,3,1,8th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","8,000.00৳"
570,1,2,Space,4th,,"Khilgaon, Dhaka, Bangladesh","4,000.00৳"
1730,2,3,1,9th,4,"Kalabagan, Dhaka, Bangladesh","9,000.00৳"
1571,2,3,1,2nd,3,"Kalabagan, Dhaka, Bangladesh","9,000.00৳"
5,2,3,1,5th, Other,"Chattogram City, Chattogram, Bangladesh","5,130.00৳"
1100,2,3,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","5,455.00৳"
725,1,2,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","3,724.00৳"
1200,2,3,1,8th,Tiled,"Dhanmondi, Dhaka, Bangladesh","8,500.00৳"
1000,1,3,1,4th,Tiled,"Baridhara, Dhaka, Bangladesh","3,800.00৳"
1237,2,2,1,6th,Tiled,"Moghbazar, Dhaka, Bangladesh","6,871.00৳"
1215,2,3,1,7th,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,526.00৳"
1450,3,3,1,7th,Tiled,"Rampura, Dhaka, Bangladesh","6,206.00৳"
1500,2,3,1,4th,Tiled,"Banashree, Dhaka, Bangladesh","6,000.00৳"
2100,4,5,Space,3rd,1,"Banashree, Dhaka, Bangladesh","7,143.00৳"
650,1,2,1,4th,Tiled,"Dhanmondi, Dhaka, Bangladesh","5,000.00৳"
1047,1,2,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","5,826.00৳"
1430,2,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,500.00৳"
330,2,1,Tiled,1st,,"Lalbag, Dhaka, Bangladesh","3,000.00৳"
1465,2,3,1,5th,1,"Kalabagan, Dhaka, Bangladesh","9,556.00৳"
1200,2,3,Space,3rd,,"Kallaynpur, Dhaka, Bangladesh","5,578.00৳"
1150,2,3,1,8th,Tiled,"Kafrul, Dhaka, Bangladesh","4,500.00৳"
1100,1,2,1,5th,Tiled,"Kafrul, Dhaka, Bangladesh","4,800.00৳"
1308,2,3,1,2nd,Tiled,"Kafrul, Dhaka, Bangladesh","5,100.00৳"
1025,1,3,1,2nd,Tiled,"Kafrul, Dhaka, Bangladesh","5,400.00৳"
500,1,2,1,5th,Tiled,"Kafrul, Dhaka, Bangladesh","5,000.00৳"
1069,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","4,209.00৳"
1000,1,3,1,6th,Tiled,"Mirpur, Dhaka, Bangladesh","5,000.00৳"
1255,1,3,1,3rd,Tiled,"Kallaynpur, Dhaka, Bangladesh","5,180.00৳"
1537,2,3,1,6th,Tiled,"Kallaynpur, Dhaka, Bangladesh","5,855.00৳"
1220,2,3,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","11,500.00৳"
1250,1,3,1,4th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,800.00৳"
900,1,2,1,2nd,Tiled,"Kafrul, Dhaka, Bangladesh","3,778.00৳"
850,1,2,1,6th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,200.00৳"
1320,2,3,1,5th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,400.00৳"
840,1,2,1,4th,Tiled,"Khilgaon, Dhaka, Bangladesh","4,800.00৳"
1150,2,3,1,10th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","3,800.00৳"
900,1,2,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","5,000.00৳"
1220,2,3,1,5th,Tiled,"Rampura, Dhaka, Bangladesh","4,500.00৳"
1510,2,3,1,8th,Tiled,"Rampura, Dhaka, Bangladesh","4,300.00৳"
1050,2,2,1,7th,Tiled,"Kafrul, Dhaka, Bangladesh","4,762.00৳"
3000,1,3,1,1st,2,"Baridhara, Dhaka, Bangladesh","20,000.00৳"
1225,2,3,1,9th,Tiled,"Shyamoli, Dhaka, Bangladesh","5,000.00৳"
1050,1,2,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","44,10,000.00৳"
1144,2,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,500.00৳"
1382,2,3,1,2nd,Tiled,"Shyamoli, Dhaka, Bangladesh","5,000.00৳"
1390,2,3,1,3rd,Tiled,"Shyamoli, Dhaka, Bangladesh","5,050.00৳"
1100,2,3,1,5th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,500.00৳"
950,1,2,1,Ground,Tiled,"Kafrul, Dhaka, Bangladesh","4,800.00৳"
1375,2,3,1,14th,Tiled,"Paltan, Dhaka, Bangladesh","7,300.00৳"
1360,2,3,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","60,00,000.00৳"
1596,1,3,1,6th,Tiled,"Kafrul, Dhaka, Bangladesh","4,700.00৳"
1520,2,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","7,300.00৳"
1235,2,3,1,5th,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,500.00৳"
1100,2,3,1,8th,Tiled,"Kafrul, Dhaka, Bangladesh","4,600.00৳"
1147,2,3,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","4,445.00৳"
1135,2,3,1,2nd,Tiled,"Daskhinkhan, Dhaka, Bangladesh","3,800.00৳"
850,1,2,1,10th,Tiled,"Mirpur, Dhaka, Bangladesh","5,412.00৳"
936,1,2,1,6th,Tiled,"Mirpur, Dhaka, Bangladesh","2,992.00৳"
1100,2,3,1,1st,Tiled,"Banashree, Dhaka, Bangladesh","4,400.00৳"
1472,2,4,1,3rd,Tiled,"Kafrul, Dhaka, Bangladesh","4,500.00৳"
1350,2,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","4,800.00৳"
1135,2,3,1,2nd,Tiled,"Paltan, Dhaka, Bangladesh","7,050.00৳"
1090,1,3,1,6th,Tiled,"Kafrul, Dhaka, Bangladesh","5,200.00৳"
1438,2,3,1,4th,4,"Paltan, Dhaka, Bangladesh","7,000.00৳"
1200,2,3,1,9th,Tiled,"Paltan, Dhaka, Bangladesh","6,700.00৳"
1238,2,3,1,8th,Tiled,"Baridhara, Dhaka, Bangladesh","5,251.00৳"
1850,2,3,1,6th,Tiled,"Baridhara, Dhaka, Bangladesh","12,000.00৳"
1150,2,2,1,6th,Tiled,"Tejgaon, Dhaka, Bangladesh","6,000.00৳"
1030,2,3,1,7th,Tiled,"Basabo, Dhaka, Bangladesh","5,825.00৳"
1040,2,2,1,4th,Tiled,"Baridhara, Dhaka, Bangladesh","5,289.00৳"
810,1,2,1,Ground,Tiled,"Basabo, Dhaka, Bangladesh","6,790.00৳"
1200,2,3,1,3rd,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,000.00৳"
1000,1,2,1,6th,Tiled,"Tejgaon, Dhaka, Bangladesh","4,000.00৳"
1096,2,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","5,500.00৳"
1500,2,4,1,3rd,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,000.00৳"
1322,1,3,1,3rd,Tiled,"Daskhinkhan, Dhaka, Bangladesh","4,000.00৳"
1263,2,3,1,10th,Tiled,"Mugda Para, Dhaka, Bangladesh","4,400.00৳"
2160,1,1,1,Ground,1,"Nikunja, Dhaka, Bangladesh","6,00,00,000.00৳"
1210,2,3,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","45,98,000.00৳"
900,1,2,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","49,50,000.00৳"
1706,3,3,1,4th, Other,"Chattogram City, Chattogram, Bangladesh","6,000.00৳"
1100,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","5,910.00৳"
900,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,556.00৳"
10000,5,10,3,Ground,5,"Moghbazar, Dhaka, Bangladesh","2,40,00,00,000.00৳"
1500,2,3,1,4th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,350.00৳"
1200,2,3,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
1605,2,3,1,1st,Tiled,"Dhanmondi, Dhaka, Bangladesh",Negotiable
2435,3,4,1,5th,3,"Chattogram City, Chattogram, Bangladesh","5,800.00৳"
2200,3,4,1,2nd,2,"Moghbazar, Dhaka, Bangladesh","7,000.00৳"
1810,2,3,1,3rd,2,"Mirpur, Dhaka, Bangladesh","7,000.00৳"
1228,2,3,Space,3rd,,"Mohammadpur , Dhaka, Bangladesh","70,00,000.00৳"
1350,3,3,1,5th,,"Mirpur, Dhaka, Bangladesh","72,00,000.00৳"
1300,3,4,1,4th,3,"Mirpur, Dhaka, Bangladesh","65,00,000.00৳"
1200,2,3,1,8th,Tiled,"Dhanmondi, Dhaka, Bangladesh","84,00,000.00৳"
1190,2,3,1,7th,Tiled,"Shyamoli, Dhaka, Bangladesh","75,00,000.00৳"
1350,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh",741.00৳
1071,2,3,Space,1st,,"Daskhinkhan, Dhaka, Bangladesh","3,500.00৳"
1320,2,3,1,2nd,1,"Dhanmondi, Dhaka, Bangladesh","5,500.00৳"
890,2,2,Space,3rd,,"Banashree, Dhaka, Bangladesh","5,618.00৳"
930,1,2,1,2nd,1,"Dhanmondi, Dhaka, Bangladesh","4,300.00৳"
1100,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,000.00৳"
835,1,2,1,7th,Tiled,"Rupnagar, Dhaka, Bangladesh","3,234.00৳"
1060,1,2,1,2nd,Tiled,"Rupnagar, Dhaka, Bangladesh","4,500.00৳"
1000,1,3,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh",Negotiable
1100,2,3,1,8th,Tiled,"Rupnagar, Dhaka, Bangladesh","4,364.00৳"
800,1,2,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","40,00,000.00৳"
750,1,2,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
600,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh","27,00,000.00৳"
1150,2,3,1,3rd,Tiled,"Rupnagar, Dhaka, Bangladesh","4,870.00৳"
630,1,2,1,6th,,"Rupnagar, Dhaka, Bangladesh","4,286.00৳"
1250,1,3,1,1st,Tiled,"Bogura Sadar, Bogura, Bangladesh","2,080.00৳"
2335,4,4,1,4th,Tiled,"Farmgate, Dhaka, Bangladesh","8,566.00৳"
1600,3,4,4,2nd,,"Motijheel, Dhaka, Bangladesh","10,500.00৳"
2150,2,4,1,2nd,2,"DOHS Mirpur, Dhaka, Bangladesh","8,140.00৳"
900,1,3,1,3rd,1,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1779,2,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","7,750.00৳"
1030,2,3,1,4th,Tiled,"Baridhara, Dhaka, Bangladesh","3,398.00৳"
815,1,2,1,2nd,Tiled,"Baridhara, Dhaka, Bangladesh","3,100.00৳"
1565,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","10,863.00৳"
2600,4,4,Room,2nd,Tiled,"Baridhara, Dhaka, Bangladesh",Negotiable
1050,1,3,1,2nd,Tiled,"Lalbag, Dhaka, Bangladesh","4,800.00৳"
700,2,2,Space,3rd,,"Mohammadpur , Dhaka, Bangladesh","45,00,000.00৳"
1100,2,3,1,4th,1,"Mirpur, Dhaka, Bangladesh","4,090.00৳"
1265,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,500.00৳"
1172,3,3,1,1st,Tiled,"Mirpur, Dhaka, Bangladesh","4,693.00৳"
1235,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","5,500.00৳"
1100,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","4,560.00৳"
1025,1,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","4,000.00৳"
900,2,3,1,8th,1,"Mirpur, Dhaka, Bangladesh",Negotiable
982,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh","4,200.00৳"
1100,1,3,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","4,500.00৳"
1150,2,3,1,1st,1,"Mirpur, Dhaka, Bangladesh",Negotiable
1200,2,3,1,3rd,1,"Mirpur, Dhaka, Bangladesh","3,500.00৳"
1200,2,3,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","4,584.00৳"
3300,5,5,Space,3rd,1,"Mirpur, Dhaka, Bangladesh","23,000.00৳"
1550,3,3,Space,7th,1,"Mohammadpur , Dhaka, Bangladesh","1,39,50,000.00৳"
1400,3,3,Space,3rd,1,"Kalabagan, Dhaka, Bangladesh","1,00,00,000.00৳"
1050,2,3,1,4th,Tiled,"Shyamoli, Dhaka, Bangladesh","4,500.00৳"
1150,2,3,1,2nd,Tiled,"Gazipur Sadar, Gazipur, Bangladesh","3,000.00৳"
1300,2,3,1,5th,,"Shyamoli, Dhaka, Bangladesh",Negotiable
4000,3,3,1,2nd,,", , ","9,000.00৳"
1675,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,500.00৳"
1146,2,3,1,5th,Tiled,"Baridhara, Dhaka, Bangladesh","4,500.00৳"
810,1,2,1,9th,Tiled,"Kallaynpur, Dhaka, Bangladesh","4,600.00৳"
1000,2,3,1,3rd,Tiled,"Kallaynpur, Dhaka, Bangladesh","9,000.00৳"
2200,3,3,1,1st,3,"DOHS Mirpur, Dhaka, Bangladesh","7,500.00৳"
1665,2,4,1,11th,Tiled,"Hazaribag , Dhaka, Bangladesh","7,000.00৳"
1155,2,3,1,6th,Tiled,"Shah Ali, Dhaka, Bangladesh","3,800.00৳"
1118,2,3,1,8th,Tiled,"Shyamoli, Dhaka, Bangladesh","1,118.00৳"
670,1,2,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","3,500.00৳"
3000,2,4,1,1st,Tiled,"Habiganj Sadar, Habiganj, Bangladesh","3,966.00৳"
1305,2,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1100,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1200,2,3,1,5th,Tiled,"Adabor, Dhaka, Bangladesh","4,500.00৳"
690,2,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh","30,00,000.00৳"
1470,2,3,1,6th,Tiled,"Chandpur Sadar, Chandpur, Bangladesh","3,500.00৳"
1155,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh","3,800.00৳"
1000,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",Negotiable
1280,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1140,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh","62,70,000.00৳"
1000,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1225,2,3,1,2nd,Tiled,"Jashore Sadar, Jashore, Bangladesh","2,800.00৳"
1450,2,3,1,2nd,4,"Rampura, Dhaka, Bangladesh",Negotiable
1100,1,2,1,3rd,Tiled,"Sylhet City, Sylhet, Bangladesh","2,300.00৳"
1360,2,3,1,7th,Tiled,"Chandpur Sadar, Chandpur, Bangladesh","3,500.00৳"
1250,1,3,1,6th,2,"Mohammadpur , Dhaka, Bangladesh","4,500.00৳"
1370,2,3,1,9th,Tiled,"Motijheel, Dhaka, Bangladesh","6,500.00৳"
1047,1,3,1,1st,Tiled,"Banashree, Dhaka, Bangladesh","5,921.00৳"
2600,4,4,1,4th,,"Baridhara, Dhaka, Bangladesh","9,600.00৳"
1150,2,3,1,8th,Tiled,"Ramna, Dhaka, Bangladesh","6,500.00৳"
1202,Space,Space,Tiled,3rd,,"Motijheel, Dhaka, Bangladesh",Negotiable
1100,1,2,1,5th,2,"Rampura, Dhaka, Bangladesh","3,363.00৳"
1350,2,3,1,6th,Tiled,"Chandpur Sadar, Chandpur, Bangladesh","3,500.00৳"
1250,2,3,1,5th,2,"Chattogram City, Chattogram, Bangladesh","3,500.00৳"
1943,2,3,1,2nd,3,"Chattogram City, Chattogram, Bangladesh","5,480.00৳"
850,2,3,1,2nd,1,"Motijheel, Dhaka, Bangladesh","4,200.00৳"
950,1,2,1,5th,2,"Chattogram City, Chattogram, Bangladesh","3,500.00৳"
2150,3,4,1,3rd,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","7,200.00৳"
1980,3,3,Space,3rd,,"Chattogram City, Chattogram, Bangladesh","6,000.00৳"
1100,2,3,1,4th,Tiled,"Shyamoli, Dhaka, Bangladesh","6,000.00৳"
1545,3,4,1,7th,3,"Moghbazar, Dhaka, Bangladesh",Negotiable
2,2,3,1,1st,3,"New Market, Dhaka, Bangladesh","6,500.00৳"
1585,2,3,1,1st,Tiled,"Kalabagan, Dhaka, Bangladesh","8,517.00৳"
1505,3,3,1,1st,3,"Banashree, Dhaka, Bangladesh","3,200.00৳"
1430,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","2,995.00৳"
760,1,2,1,Ground,Tiled,"Mohammadpur , Dhaka, Bangladesh","3,948.00৳"
1100,2,3,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","4,000.00৳"
650,1,2,1,3rd,Mosaic,"Moghbazar, Dhaka, Bangladesh",Negotiable
2550,3,4,1,3rd,3,"Ramna, Dhaka, Bangladesh",Negotiable
1565,3,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1577,3,3,1,7th,Tiled,"Moghbazar, Dhaka, Bangladesh","7,500.00৳"
1210,1,3,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","4,000.00৳"
1577,2,3,1,3rd,3,"Moghbazar, Dhaka, Bangladesh","7,500.00৳"
1150,2,3,1,4th,Tiled,"Chattogram City, Chattogram, Bangladesh","3,500.00৳"
1550,2,3,1,3rd,3,"Rajshahi City, Rajshahi, Bangladesh","3,500.00৳"
1120,2,3,1,6th,Tiled,"Ramna, Dhaka, Bangladesh","6,696.00৳"
1600,2,3,1,4th,2,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1245,1,Space,Space,1st,,"Rampura, Dhaka, Bangladesh","4,500.00৳"
3000,4,6,1,2nd,4,"Ramna, Dhaka, Bangladesh","5,000.00৳"
