area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_sft,property_type
1730,2,4,3,1,9th,,"Kalabagan, Dhaka, Bangladesh",1,"9,000.00৳",Apartment
1575,2,3,3,1,2nd,,"Kalabagan, Dhaka, Bangladesh",1,"8,000.00৳",Apartment
1800,3,4,3,1,2nd,,"Kalabagan, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
5,2,2,3,1,5th,,"Chattogram City, Chattogram, Bangladesh",,"5,130.00৳",Apartment
570,1,1,2,,4th,,"Khilgaon, Dhaka, Bangladesh",,"4,000.00৳",Apartment
1775,3,4,3,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,000.00৳",Apartment
1190,2,3,3,1,7th,,"Shyamoli, Dhaka, Bangladesh",1,"9,300.00৳",Apartment
1700,2,2,3,1,4th,,"Daskhinkhan, Dhaka, Bangladesh",,Negotiable,Apartment
1400,2,3,3,1,2nd,,"Kalabagan, Dhaka, Bangladesh",1,"7,571.00৳",Apartment
1000,1,1,3,1,4th,,"Baridhara, Dhaka, Bangladesh",,"3,800.00৳",Apartment
1237,2,3,2,1,6th,,"Moghbazar, Dhaka, Bangladesh",1,"6,871.00৳",Apartment
1430,2,2,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1215,2,3,3,1,7th,,"Mohammadpur , Dhaka, Bangladesh",1,"4,526.00৳",Apartment
1047,1,2,2,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"5,826.00৳",Apartment
1190,2,2,3,1,5th,,"Shyamoli, Dhaka, Bangladesh",1,"5,700.00৳",Apartment
2100,4,3,5,,3rd,,"Banashree, Dhaka, Bangladesh",1,"7,143.00৳",Apartment
1200,2,2,3,1,8th,,"Dhanmondi, Dhaka, Bangladesh",,"8,500.00৳",Apartment
650,1,1,2,1,4th,,"Dhanmondi, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1450,3,2,3,1,7th,,"Rampura, Dhaka, Bangladesh",,"6,206.00৳",Apartment
1500,2,3,3,1,4th,,"Banashree, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1400,3,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"8,714.00৳",Apartment
330,,,2,1,1st,,"Lalbag, Dhaka, Bangladesh",,"3,000.00৳",Apartment
1537,2,3,3,1,6th,,"Kallaynpur, Dhaka, Bangladesh",1,"5,855.00৳",Apartment
1308,2,2,3,1,2nd,,"Kafrul, Dhaka, Bangladesh",1,"5,100.00৳",Apartment
1069,2,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"4,209.00৳",Apartment
1100,2,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"5,455.00৳",Apartment
725,1,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",,"3,724.00৳",Apartment
1465,2,3,3,1,5th,,"Kalabagan, Dhaka, Bangladesh",1,"9,556.00৳",Apartment
1150,2,2,3,1,8th,,"Kafrul, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1000,1,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1100,1,1,2,1,5th,,"Kafrul, Dhaka, Bangladesh",,"4,800.00৳",Apartment
1255,1,2,3,1,3rd,,"Kallaynpur, Dhaka, Bangladesh",,"5,180.00৳",Apartment
1200,2,3,3,,3rd,,"Kallaynpur, Dhaka, Bangladesh",,"5,578.00৳",Apartment
1220,2,3,3,1,5th,,"Rampura, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
3000,1,2,3,1,1st,,"Baridhara, Dhaka, Bangladesh",,"20,000.00৳",Apartment
500,1,1,2,1,5th,,"Kafrul, Dhaka, Bangladesh",,"5,000.00৳",Apartment
900,1,1,2,1,2nd,,"Kafrul, Dhaka, Bangladesh",,"3,778.00৳",Apartment
1050,2,2,2,1,7th,,"Kafrul, Dhaka, Bangladesh",1,"4,762.00৳",Apartment
900,1,1,2,1,2nd,,"Rampura, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1510,2,3,3,1,8th,,"Rampura, Dhaka, Bangladesh",,"4,300.00৳",Apartment
1025,1,3,3,1,2nd,,"Kafrul, Dhaka, Bangladesh",,"5,400.00৳",Apartment
850,1,2,2,1,6th,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,200.00৳",Apartment
1150,2,3,3,1,10th,,"Daskhinkhan, Dhaka, Bangladesh",1,"3,800.00৳",Apartment
1250,1,3,3,1,4th,,"Daskhinkhan, Dhaka, Bangladesh",,"4,800.00৳",Apartment
840,1,2,2,1,4th,,"Khilgaon, Dhaka, Bangladesh",1,"4,800.00৳",Apartment
1235,2,3,3,1,5th,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1596,1,2,3,1,6th,,"Kafrul, Dhaka, Bangladesh",1,"4,700.00৳",Apartment
1520,2,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"7,300.00৳",Apartment
1144,2,5,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1220,2,1,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"11,500.00৳",Apartment
1360,2,3,3,1,5th,,"Mirpur, Dhaka, Bangladesh",,"60,00,000.00৳",Apartment
1100,2,3,3,1,5th,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1050,1,2,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"44,10,000.00৳",Apartment
1390,2,2,3,1,3rd,,"Shyamoli, Dhaka, Bangladesh",1,"5,050.00৳",Apartment
1225,2,3,3,1,9th,,"Shyamoli, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1382,2,2,3,1,2nd,,"Shyamoli, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1320,2,2,3,1,5th,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,400.00৳",Apartment
1135,2,3,3,1,2nd,,"Paltan, Dhaka, Bangladesh",1,"7,050.00৳",Apartment
1375,2,3,3,1,14th,,"Paltan, Dhaka, Bangladesh",1,"7,300.00৳",Apartment
1135,2,3,3,1,2nd,,"Daskhinkhan, Dhaka, Bangladesh",1,"3,800.00৳",Apartment
1147,2,3,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"4,445.00৳",Apartment
1090,1,1,3,1,6th,,"Kafrul, Dhaka, Bangladesh",1,"5,200.00৳",Apartment
1350,2,3,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"4,800.00৳",Apartment
1100,2,3,3,1,1st,,"Banashree, Dhaka, Bangladesh",,"4,400.00৳",Apartment
1100,2,3,3,1,8th,,"Kafrul, Dhaka, Bangladesh",1,"4,600.00৳",Apartment
1200,2,2,3,1,9th,,"Paltan, Dhaka, Bangladesh",1,"6,700.00৳",Apartment
1438,2,4,3,1,4th,,"Paltan, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
1472,2,3,4,1,3rd,,"Kafrul, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
950,1,1,2,1,Ground,,"Kafrul, Dhaka, Bangladesh",1,"4,800.00৳",Apartment
1238,2,3,3,1,8th,,"Baridhara, Dhaka, Bangladesh",1,"5,251.00৳",Apartment
1500,2,2,4,1,3rd,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
1850,2,3,3,1,6th,,"Baridhara, Dhaka, Bangladesh",1,"12,000.00৳",Apartment
1000,1,2,2,1,6th,,"Tejgaon, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
1040,2,2,2,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"5,289.00৳",Apartment
1096,2,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
936,1,2,2,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"2,992.00৳",Apartment
1150,2,1,2,1,6th,,"Tejgaon, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
850,1,1,2,1,10th,,"Mirpur, Dhaka, Bangladesh",1,"5,412.00৳",Apartment
1200,2,3,3,1,3rd,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
1322,1,2,3,1,3rd,,"Daskhinkhan, Dhaka, Bangladesh",,"4,000.00৳",Apartment
1263,2,2,3,1,10th,,"Mugda Para, Dhaka, Bangladesh",,"4,400.00৳",Apartment
10000,5,5,10,3,Ground,,"Moghbazar, Dhaka, Bangladesh",,"2,40,00,00,000.00৳",Apartment
1706,3,3,3,1,4th,,"Chattogram City, Chattogram, Bangladesh",,"6,000.00৳",Apartment
1030,2,3,3,1,7th,,"Basabo, Dhaka, Bangladesh",1,"5,825.00৳",Apartment
900,2,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"5,556.00৳",Apartment
810,1,1,2,1,Ground,,"Basabo, Dhaka, Bangladesh",,"6,790.00৳",Apartment
1100,2,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"5,910.00৳",Apartment
1210,2,2,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"45,98,000.00৳",Apartment
1200,2,3,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1500,2,1,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",,"7,350.00৳",Apartment
1605,2,3,3,1,1st,,"Dhanmondi, Dhaka, Bangladesh",1,Negotiable,Apartment
2200,3,2,4,1,2nd,,"Moghbazar, Dhaka, Bangladesh",,"7,000.00৳",Apartment
2435,3,3,4,1,5th,,"Chattogram City, Chattogram, Bangladesh",2,"5,800.00৳",Apartment
900,1,2,2,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"49,50,000.00৳",Apartment
1200,2,2,3,1,8th,,"Dhanmondi, Dhaka, Bangladesh",1,"84,00,000.00৳",Apartment
2160,1,1,1,1,Ground,,"Nikunja, Dhaka, Bangladesh",1,"6,00,00,000.00৳",Apartment
1100,2,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"6,000.00৳",Apartment
930,1,2,2,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"4,300.00৳",Apartment
890,2,1,2,,3rd,,"Banashree, Dhaka, Bangladesh",,"5,618.00৳",Apartment
1300,3,3,4,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"65,00,000.00৳",Apartment
1810,2,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"7,000.00৳",Apartment
1190,2,3,3,1,7th,,"Shyamoli, Dhaka, Bangladesh",1,"75,00,000.00৳",Apartment
1071,2,3,3,,1st,,"Daskhinkhan, Dhaka, Bangladesh",,"3,500.00৳",Apartment
1350,2,3,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,741.00৳,Apartment
1320,2,4,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1250,1,2,3,1,1st,,"Bogura Sadar, Bogura, Bangladesh",,"2,080.00৳",Apartment
1228,2,2,3,,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"70,00,000.00৳",Apartment
1150,2,3,3,1,3rd,,"Rupnagar, Dhaka, Bangladesh",,"4,870.00৳",Apartment
1000,1,2,3,1,2nd,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment
835,1,1,2,1,7th,,"Rupnagar, Dhaka, Bangladesh",,"3,234.00৳",Apartment
630,1,,2,1,6th,,"Rupnagar, Dhaka, Bangladesh",,"4,286.00৳",Apartment
1060,1,1,2,1,2nd,,"Rupnagar, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1100,2,2,3,1,8th,,"Rupnagar, Dhaka, Bangladesh",,"4,364.00৳",Apartment
2335,4,3,4,1,4th,,"Farmgate, Dhaka, Bangladesh",1,"8,566.00৳",Apartment
1600,3,,4,4,2nd,,"Motijheel, Dhaka, Bangladesh",,"10,500.00৳",Apartment
800,1,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"40,00,000.00৳",Apartment
1350,3,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",,"72,00,000.00৳",Apartment
1030,2,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",,"3,398.00৳",Apartment
1100,2,3,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"4,090.00৳",Apartment
1265,2,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"4,500.00৳",Apartment
600,1,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"27,00,000.00৳",Apartment
1050,1,1,3,1,2nd,,"Lalbag, Dhaka, Bangladesh",,"4,800.00৳",Apartment
815,1,2,2,1,2nd,,"Baridhara, Dhaka, Bangladesh",,"3,100.00৳",Apartment
1779,2,3,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"7,750.00৳",Apartment
1565,2,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"10,863.00৳",Apartment
750,1,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
700,2,1,2,,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"45,00,000.00৳",Apartment
900,1,,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment
1172,3,2,3,1,1st,,"Mirpur, Dhaka, Bangladesh",,"4,693.00৳",Apartment
1400,3,3,3,,3rd,,"Kalabagan, Dhaka, Bangladesh",1,"1,00,00,000.00৳",Apartment
1150,2,3,3,1,1st,,"Mirpur, Dhaka, Bangladesh",1,Negotiable,Apartment
1235,2,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"5,500.00৳",Apartment
1550,3,3,3,,7th,,"Mohammadpur , Dhaka, Bangladesh",1,"1,39,50,000.00৳",Apartment
1025,1,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"4,000.00৳",Apartment
1100,2,3,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"4,560.00৳",Apartment
2150,2,2,4,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"8,140.00৳",Apartment
3300,5,5,5,,3rd,,"Mirpur, Dhaka, Bangladesh",1,"23,000.00৳",Apartment
2600,4,2,4,,2nd,,"Baridhara, Dhaka, Bangladesh",,Negotiable,Apartment
1200,2,,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"3,500.00৳",Apartment
1200,2,3,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"4,584.00৳",Apartment
900,2,3,3,1,8th,,"Mirpur, Dhaka, Bangladesh",1,Negotiable,Apartment
810,1,2,2,1,9th,,"Kallaynpur, Dhaka, Bangladesh",,"4,600.00৳",Apartment
2200,3,3,3,1,1st,,"DOHS Mirpur, Dhaka, Bangladesh",,"7,500.00৳",Apartment
982,1,,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"4,200.00৳",Apartment
1155,2,2,3,1,6th,,"Shah Ali, Dhaka, Bangladesh",,"3,800.00৳",Apartment
1118,2,3,3,1,8th,,"Shyamoli, Dhaka, Bangladesh",,"1,118.00৳",Apartment
1665,2,3,4,1,11th,,"Hazaribag , Dhaka, Bangladesh",,"7,000.00৳",Apartment
1050,2,3,3,1,4th,,"Shyamoli, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1100,1,1,3,1,2nd,,"Rampura, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1300,2,2,3,1,5th,,"Shyamoli, Dhaka, Bangladesh",,Negotiable,Apartment
1146,2,3,3,1,5th,,"Baridhara, Dhaka, Bangladesh",,"4,500.00৳",Apartment
4000,3,,3,1,2nd,,", , ",,"9,000.00৳",Apartment
1000,2,2,3,1,3rd,,"Kallaynpur, Dhaka, Bangladesh",,"9,000.00৳",Apartment
1470,2,4,3,1,6th,,"Chandpur Sadar, Chandpur, Bangladesh",,"3,500.00৳",Apartment
1000,2,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
1100,2,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
1140,2,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"62,70,000.00৳",Apartment
1280,2,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
1305,2,3,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
1150,2,1,3,1,2nd,,"Gazipur Sadar, Gazipur, Bangladesh",,"3,000.00৳",Apartment
670,1,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"3,500.00৳",Apartment
1155,2,1,3,1,6th,,"Mirpur, Dhaka, Bangladesh",,"3,800.00৳",Apartment
1000,2,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Apartment
1675,2,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"6,500.00৳",Apartment
690,2,2,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"30,00,000.00৳",Apartment
1047,1,2,3,1,1st,,"Banashree, Dhaka, Bangladesh",,"5,921.00৳",Apartment
1150,2,1,3,1,8th,,"Ramna, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1450,2,4,3,1,2nd,,"Rampura, Dhaka, Bangladesh",,Negotiable,Apartment
3000,2,1,4,1,1st,,"Habiganj Sadar, Habiganj, Bangladesh",,"3,966.00৳",Apartment
1350,2,4,3,1,6th,,"Chandpur Sadar, Chandpur, Bangladesh",,"3,500.00৳",Apartment
2600,4,,4,1,4th,,"Baridhara, Dhaka, Bangladesh",,"9,600.00৳",Apartment
1225,2,2,3,1,2nd,,"Jashore Sadar, Jashore, Bangladesh",1,"2,800.00৳",Apartment
1100,1,2,2,1,3rd,,"Sylhet City, Sylhet, Bangladesh",,"2,300.00৳",Apartment
1100,1,2,2,1,5th,,"Rampura, Dhaka, Bangladesh",,"3,363.00৳",Apartment
1250,1,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"4,500.00৳",Apartment
1360,2,4,3,1,7th,,"Chandpur Sadar, Chandpur, Bangladesh",,"3,500.00৳",Apartment
1200,2,2,3,1,5th,,"Adabor, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1943,2,3,3,1,2nd,,"Chattogram City, Chattogram, Bangladesh",1,"5,480.00৳",Apartment
1545,3,3,4,1,7th,,"Moghbazar, Dhaka, Bangladesh",1,Negotiable,Apartment
1370,2,4,3,1,9th,,"Motijheel, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
2,2,3,3,1,1st,,"New Market, Dhaka, Bangladesh",,"6,500.00৳",Apartment
850,2,1,3,1,2nd,,"Motijheel, Dhaka, Bangladesh",1,"4,200.00৳",Apartment
1250,2,2,3,1,5th,,"Chattogram City, Chattogram, Bangladesh",1,"3,500.00৳",Apartment
1505,3,3,3,1,1st,,"Banashree, Dhaka, Bangladesh",1,"3,200.00৳",Apartment
1585,2,3,3,1,1st,,"Kalabagan, Dhaka, Bangladesh",,"8,517.00৳",Apartment
950,1,2,2,1,5th,,"Chattogram City, Chattogram, Bangladesh",1,"3,500.00৳",Apartment
1430,2,3,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"2,995.00৳",Apartment
1980,3,4,3,,3rd,,"Chattogram City, Chattogram, Bangladesh",,"6,000.00৳",Apartment
1202,,,,,3rd,,"Motijheel, Dhaka, Bangladesh",1,Negotiable,Apartment
1100,2,1,3,1,4th,,"Shyamoli, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1550,2,3,3,1,3rd,,"Rajshahi City, Rajshahi, Bangladesh",1,"3,500.00৳",Apartment
1150,2,3,3,1,4th,,"Chattogram City, Chattogram, Bangladesh",1,"3,500.00৳",Apartment
1120,2,2,3,1,6th,,"Ramna, Dhaka, Bangladesh",1,"6,696.00৳",Apartment
2550,3,3,4,1,3rd,,"Ramna, Dhaka, Bangladesh",1,Negotiable,Apartment
1577,3,3,3,1,7th,,"Moghbazar, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
1577,2,3,3,1,3rd,,"Moghbazar, Dhaka, Bangladesh",2,"7,500.00৳",Apartment
1210,1,2,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
1565,3,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment
2150,3,3,4,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",,"7,200.00৳",Apartment
1600,2,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment
1100,2,2,3,1,6th,,"Banashree, Dhaka, Bangladesh",6,"4,000.00৳",Apartment
2100,4,4,6,1,2nd,,"Chattogram City, Chattogram, Bangladesh",1,Negotiable,Apartment
1943,2,2,3,1,3rd,,"Chattogram City, Chattogram, Bangladesh",,"8,492.00৳",Apartment
963,1,2,2,1,3rd,,"Chattogram City, Chattogram, Bangladesh",1,Negotiable,Apartment
760,1,2,2,1,Ground,,"Mohammadpur , Dhaka, Bangladesh",,"3,948.00৳",Apartment
1245,2,2,3,1,5th,,"Rampura, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1245,,2,,1,1st,,"Rampura, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1248,2,3,3,1,4th,,"Chattogram City, Chattogram, Bangladesh",1,Negotiable,Apartment
1217,2,3,3,1,5th,,"Chattogram City, Chattogram, Bangladesh",1,Negotiable,Apartment
825,1,1,2,,2nd,,"Cumilla City, Cumilla, Bangladesh",,Negotiable,Apartment
650,1,2,2,1,3rd,,"Moghbazar, Dhaka, Bangladesh",,Negotiable,Apartment
1700,3,3,3,,Ground,,"New Market, Dhaka, Bangladesh",1,Negotiable,Apartment
1250,2,2,3,1,2nd,,"Chattogram City, Chattogram, Bangladesh",1,"4,500.00৳",Apartment
850,1,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"42,00,000.00৳",Apartment
1575,2,,3,2,7th,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment
2050,2,3,4,1,3rd,,"Chattogram City, Chattogram, Bangladesh",1,"5,000.00৳",Apartment
700,1,1,2,1,Ground,,"Mohammadpur , Dhaka, Bangladesh",1,"4,286.00৳",Apartment
2200,3,3,4,1,5th,,"Mirpur, Dhaka, Bangladesh",,"7,000.00৳",Apartment
1706,2,2,3,1,4th,,"Chattogram City, Chattogram, Bangladesh",1,"6,000.00৳",Apartment
1250,3,4,3,2,10th,,"Chattogram City, Chattogram, Bangladesh",,"3,800.00৳",Apartment
1100,2,2,3,,5th,,"Mirpur, Dhaka, Bangladesh",,"55,00,000.00৳",Apartment
1235,2,2,3,1,9th,,"Mohammadpur , Dhaka, Bangladesh",1,"6,400.00৳",Apartment
1000,1,2,2,1,4th,,"Manikganj Sadar, Manikganj, Bangladesh",2,"2,850.00৳",Apartment
985,1,2,2,1,2nd,,"Manikganj Sadar, Manikganj, Bangladesh",2,"2,850.00৳",Apartment
3000,4,4,6,1,2nd,,"Ramna, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1150,3,3,3,1,10th,,"Chattogram City, Chattogram, Bangladesh",,"3,800.00৳",Apartment
780,2,2,2,,Ground,,"Rampura, Dhaka, Bangladesh",1,Negotiable,Apartment
1410,3,2,3,,5th,,"Cantonment, Dhaka, Bangladesh",,"5,500.00৳",Apartment
1875,1,,3,,3rd,,"Ramna, Dhaka, Bangladesh",,"9,600.00৳",Apartment
1210,2,2,3,1,9th,,"Narayanganj, Narayanganj, Bangladesh",,"4,300.00৳",Apartment
1000,2,1,2,,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"5,500.00৳",Apartment
1040,1,3,3,1,3rd,,"Khilgaon, Dhaka, Bangladesh",,"3,800.00৳",Apartment
965,3,3,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"4,400.00৳",Apartment
850,1,1,3,1,6th,,"Ramna, Dhaka, Bangladesh",,Negotiable,Apartment
1800,2,2,3,,2nd,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment
2200,3,2,4,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,700.00৳",Apartment
800,1,1,3,,Ground,,"Rajshahi City, Rajshahi, Bangladesh",,Negotiable,Apartment
1000,1,3,3,1,4th,,"Pallabi , Dhaka, Bangladesh",,"5,600.00৳",Apartment
1900,2,2,3,1,1st,,"Moghbazar, Dhaka, Bangladesh",,"7,300.00৳",Apartment
2200,3,4,4,1,3rd,,"Rampura, Dhaka, Bangladesh",,"5,400.00৳",Apartment
2035,3,3,4,1,9th,,"Sylhet City, Sylhet, Bangladesh",,"4,200.00৳",Apartment
1250,2,2,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",,"9,200.00৳",Apartment
1300,2,3,4,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"9,231.00৳",Apartment
950,1,2,5,1,2nd,,"Khilgaon, Dhaka, Bangladesh",,Negotiable,Apartment
725,2,,2,,6th,,"Mohammadpur , Dhaka, Bangladesh",,"4,850.00৳",Apartment
1675,4,1,3,,Ground,,"Mohammadpur , Dhaka, Bangladesh",,"10,176.00৳",Apartment
1400,2,3,3,1,1st,,"Chattogram City, Chattogram, Bangladesh",,Negotiable,Apartment
720,1,2,2,1,2nd,,"Kalabagan, Dhaka, Bangladesh",,"6,390.00৳",Apartment
1140,2,3,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",,"5,964.00৳",Apartment
975,1,1,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"3,590.00৳",Apartment
975,1,2,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",,"4,102.00৳",Apartment
6,2,2,3,1,6th,,"Tongi, Dhaka, Bangladesh",,"2,800.00৳",Apartment
10000,2,3,3,1,5th,,"Ramna, Dhaka, Bangladesh",,Negotiable,Apartment
1785,3,2,4,,7th,,"Paltan, Dhaka, Bangladesh",,"7,000.00৳",Apartment
1300,2,,3,1,3rd,,"Rampura, Dhaka, Bangladesh",,Negotiable,Apartment
3119,2,4,4,1,18th,,"Ramna, Dhaka, Bangladesh",,"8,000.00৳",Apartment
1100,2,3,3,1,2nd,,"Motijheel, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1415,3,3,3,1,1st,,"Chattogram City, Chattogram, Bangladesh",,"5,500.00৳",Apartment
1150,2,2,3,1,7th,,"Chattogram City, Chattogram, Bangladesh",,"4,300.00৳",Apartment
850,1,,2,,2nd,,"Rampura, Dhaka, Bangladesh",,"5,647.00৳",Apartment
1300,2,2,3,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
650,1,2,1,,3rd,,"Moghbazar, Dhaka, Bangladesh",,"3,692.00৳",Apartment
1600,1,3,2,1,3rd,,"Sylhet City, Sylhet, Bangladesh",,"2,500.00৳",Apartment
1200,1,2,2,1,1st,,"Narayanganj, Narayanganj, Bangladesh",,"6,250.00৳",Apartment
1294,2,3,3,1,7th,,"Kallaynpur, Dhaka, Bangladesh",10,"4,600.00৳",Apartment
850,1,,2,1,5th,,"Rampura, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1720,2,3,3,1,13th,,"Ramna, Dhaka, Bangladesh",1,"8,800.00৳",Apartment
1840,2,3,3,1,19th,,"New Market, Dhaka, Bangladesh",,"5,500.00৳",Apartment
1300,2,3,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1500,2,3,3,1,5th,,"Rampura, Dhaka, Bangladesh",1,"4,950.00৳",Apartment
3100,3,7,4,1,20th,,"New Market, Dhaka, Bangladesh",,"6,000.00৳",Apartment
1720,2,3,3,1,9th,,"Ramna, Dhaka, Bangladesh",1,"8,800.00৳",Apartment
1250,3,2,3,,8th,,", Dhaka, Bangladesh",1,"4,000.00৳",Apartment
