amenities,area,building_type,location,num_bath_rooms,num_bed_rooms,price,purpose
Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Flooring##24 Hours Concierge##Lobby in Building##View##Elevators in Building##: 1##Balcony or Terrace##Electricity Backup##CCTV Security##Maintenance Staff##Cleaning Services,"1,230 sqft",Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,77 Lakh,For Sale
Balcony or Terrace##Parking Spaces##: 1##View##Floor Level##Balcony or Terrace##Lobby in Building##Parking Spaces##: 1##View##Electricity Backup##Elevators in Building##: 1##Floor Level##Flooring##24 Hours Concierge##CCTV Security##Maintenance Staff##Cleaning Services,"1,200 sqft",Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,77 Lakh,For Sale
Floor Level##Flooring##View##Balcony or Terrace##Electricity Backup##Floor Level##Lobby in Building##Flooring##24 Hours Concierge##View##Balcony or Terrace##Elevators in Building##: 1##CCTV Security##Maintenance Staff##Cleaning Services,"1,100 sqft",Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,55 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##Electricity Backup##24 Hours Concierge##View##Balcony or Terrace##Lobby in Building##Flooring##Floor Level##CCTV Security##Cleaning Services##Maintenance Staff,"1,230 sqft",Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,64 Lakh,For Sale
Parking Spaces##: 1##Floor Level##Flooring##View##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##Flooring##View##Lobby in Building##Balcony or Terrace##Storage Areas##CCTV Security##Cleaning Services,"1,350 sqft",Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh,For Sale
View##Floor Level##Balcony or Terrace##Flooring##Elevators in Building##: 1##Lobby in Building##View##Double Glazed Windows##Floor Level##Balcony or Terrace##Electricity Backup##Flooring##24 Hours Concierge##Maintenance Staff##Cleaning Services,"1,372 sqft",Apartment,"Mannan Sharani, West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,61.74 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Electricity Backup##Flooring##Elevators in Building##: 1,"1,275 sqft",Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,48.45 Lakh,For Sale
Flooring##Balcony or Terrace##Floor Level##View##Flooring##Balcony or Terrace##Electricity Backup##Floor Level##View##24 Hours Concierge##CCTV Security##Maintenance Staff##Cleaning Services,400 sqft,Apartment,"Agargaon, Dhaka",1 Bed,1 Bed,14 Lakh,For Sale
Floor Level##View##Parking Spaces##: 1##Flooring##24 Hours Concierge##Floor Level##Electricity Backup##View##Parking Spaces##: 1##Flooring##Balcony or Terrace##Elevators in Building##: 1##Freehold##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,80 Lakh,For Sale
Balcony or Terrace##Parking Spaces##: 1##View##Flooring##Electricity Backup##Double Glazed Windows##Freehold##Balcony or Terrace##Elevators in Building##: 1##Parking Spaces##: 1##Lobby in Building##View##Waste Disposal##Flooring##24 Hours Concierge##Floor Level##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"2,200 sqft",Apartment,"Block F, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.65 Crore,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Floor Level##Double Glazed Windows##Parking Spaces##: 1##Waste Disposal##Elevators in Building##: 1##View##Electricity Backup##Balcony or Terrace##Floor Level##Flooring##24 Hours Concierge##Cleaning Services,"1,050 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,36.75 Lakh,For Sale
Floor Level##Parking Spaces##: 1##View##Flooring##Floor Level##Parking Spaces##: 1##Electricity Backup##View##Waste Disposal##Flooring##Double Glazed Windows##Elevators in Building##: 1##24 Hours Concierge##Balcony or Terrace##Cleaning Services,"1,400 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,63 Lakh,For Sale
Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 1##Freehold##Electricity Backup##Elevators in Building##: 1##Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 1##24 Hours Concierge##View##Cleaning Services##Maintenance Staff,"1,250 sqft",Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,80 Lakh,For Sale
,2 Katha,Plot,"Mirpur, Dhaka",,,1.1 Crore,For Sale
Balcony or Terrace##View##Flooring##Parking Spaces##: 1##Electricity Backup##Balcony or Terrace##Elevators in Building##: 1##View##Waste Disposal##Flooring##Parking Spaces##: 1##24 Hours Concierge##Double Glazed Windows##Service Elevators##Floor Level##Cleaning Services,"1,050 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,36.75 Lakh,For Sale
Parking Spaces##: 1##Flooring##View##Balcony or Terrace##Elevators in Building##: 1##Parking Spaces##: 1##Double Glazed Windows##Service Elevators##Flooring##24 Hours Concierge##View##Balcony or Terrace##Electricity Backup##Waste Disposal##Floor Level##Cleaning Services,"1,400 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,63 Lakh,For Sale
Flooring##View##Balcony or Terrace##Floor Level##24 Hours Concierge##Flooring##View##Lobby in Building##Balcony or Terrace##Floor Level##Storage Areas##CCTV Security##Cleaning Services,700 sqft,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,25 Lakh,For Sale
,5 Katha,Plot,"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",,,2.75 Crore,For Sale
Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Service Elevators##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Flooring##24 Hours Concierge##Lobby in Building##Prayer Room##Broadband Internet##Barbeque Area##Day Care Center##CCTV Security##Maintenance Staff##Cafeteria or Canteen,"1,350 sqft",Apartment,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",3 Beds,3 Beds,65.75 Lakh,For Sale
Balcony or Terrace##View##Flooring##Floor Level##Elevators in Building##: 1##Balcony or Terrace##View##Lobby in Building##Electricity Backup##Flooring##Floor Level##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,070 sqft",Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,46 Lakh,For Sale
Parking Spaces##: 2##Balcony or Terrace##Furnished##Floor Level##Parking Spaces##: 2##24 Hours Concierge##Freehold##Balcony or Terrace##Furnished##Floor Level##Lobby in Building##Flooring##View##Service Elevators##Prayer Room##Broadband Internet##Barbeque Area##Day Care Center##CCTV Security##Cafeteria or Canteen##Maintenance Staff,"1,330 sqft",Apartment,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,42 Lakh,For Sale
View##Balcony or Terrace##Parking Spaces##: 1##Flooring##Waste Disposal##View##Balcony or Terrace##Parking Spaces##: 1##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Freehold##Floor Level##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,060 sqft",Apartment,"Block B, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh,For Sale
Flooring##View##Balcony or Terrace##Floor Level##Electricity Backup##Flooring##Lobby in Building##View##Balcony or Terrace##Elevators in Building##: 1##Floor Level##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,070 sqft",Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,45 Lakh,For Sale
Balcony or Terrace##View##Floor Level##Flooring##Balcony or Terrace##Double Glazed Windows##Electricity Backup##View##Floor Level##Elevators in Building##: 1##Lobby in Building##Flooring##Intercom##Broadband Internet##Cleaning Services,"1,300 sqft",Apartment,"Goltek, Cantonment, Dhaka",3 Beds,3 Beds,45 Lakh,For Sale
View##Floor Level##Balcony or Terrace##Flooring##Lobby in Building##View##Electricity Backup##Floor Level##Balcony or Terrace##Flooring##Elevators in Building##: 1##Double Glazed Windows##Intercom##Broadband Internet##Cleaning Services,"1,300 sqft",Apartment,"Goltek, Cantonment, Dhaka",3 Beds,3 Beds,42 Lakh,For Sale
View##Flooring##Balcony or Terrace##Floor Level##Double Glazed Windows##View##Lobby in Building##Flooring##Electricity Backup##Balcony or Terrace##Elevators in Building##: 1##Floor Level##Broadband Internet##Intercom##Cleaning Services,"1,300 sqft",Apartment,"Goltek, Cantonment, Dhaka",3 Beds,3 Beds,42 Lakh,For Sale
Flooring##View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Double Glazed Windows##Floor Level##Broadband Internet##Cleaning Services,650 sqft,Apartment,"Block D, Section 12, Mirpur, Dhaka",2 Beds,2 Beds,18 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Double Glazed Windows##Flooring##Elevators in Building##: 1##Lobby in Building##Floor Level##Electricity Backup##Broadband Internet##Intercom##Cleaning Services,"1,070 sqft",Apartment,"Goltek, Cantonment, Dhaka",3 Beds,3 Beds,38 Lakh,For Sale
Balcony or Terrace##Parking Spaces##: 1##Floor Level##View##Waste Disposal##Balcony or Terrace##Double Glazed Windows##Parking Spaces##: 1##Floor Level##Elevators in Building##: 2##Electricity Backup##View##Flooring##24 Hours Concierge##Cleaning Services,"1,350 sqft",Apartment,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##24 Hours Concierge##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Elevators in Building##: 1##Service Elevators##Parking Spaces##: 1##Floor Level##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"2,165 sqft",Apartment,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Beds,4.33 Crore,For Sale
Flooring##Parking Spaces##: 1##View##Floor Level##Flooring##Parking Spaces##: 1##View##Elevators in Building##: 1##Freehold##24 Hours Concierge##Floor Level##Balcony or Terrace##Electricity Backup##Broadband Internet##CCTV Security##Cleaning Services,"1,700 sqft",Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",3 Beds,3 Beds,70 Lakh,For Sale
View##Floor Level##Balcony or Terrace##Flooring,700 sqft,Apartment,"Mohammadpur, Dhaka",2 Beds,2 Beds,33 Lakh,For Sale
Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Freehold##Maintenance Staff,"1,550 sqft",Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",4 Beds,4 Beds,70 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Double Glazed Windows##Elevators in Building##: 1##Freehold##Electricity Backup##Waste Disposal##Flooring##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,900 sqft,Apartment,"Block A, Section 10, Mirpur, Dhaka",2 Beds,2 Beds,40 Lakh,For Sale
,2 Katha,Plot,"Block B, Section 12, Mirpur, Dhaka",,,2.5 Crore,For Sale
Floor Level##Balcony or Terrace##Furnished##Parking Spaces##: 1##Elevators in Building##: 1##Floor Level##Lobby in Building##Balcony or Terrace##Service Elevators##Electricity Backup##Freehold##Waste Disposal##Furnished##Parking Spaces##: 1##24 Hours Concierge##View##Double Glazed Windows##Flooring##Cleaning Services##Maintenance Staff,"1,145 sqft",Apartment,"Ashkona, Dakshin Khan, Dhaka",3 Beds,3 Beds,50 Lakh,For Sale
Floor Level##Flooring##View##Balcony or Terrace##24 Hours Concierge##Floor Level##Electricity Backup##Flooring##Lobby in Building##View##Double Glazed Windows##Elevators in Building##: 1##Balcony or Terrace##Freehold##Intercom##Cleaning Services,970 sqft,Apartment,"Shyamoli, Dhaka",2 Beds,2 Beds,53.35 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Elevators in Building##: 1##Electricity Backup##Flooring##Freehold##Floor Level##Broadband Internet##CCTV Security##Cleaning Services,"1,052 sqft",Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",2 Beds,2 Beds,39.98 Lakh,For Sale
,5.15 Katha,Plot,"Section 11, Mirpur, Dhaka",,,2.5 Crore,For Sale
View##Floor Level##Balcony or Terrace##Flooring##View##Electricity Backup##Elevators in Building##: 1##Freehold##Floor Level##Balcony or Terrace##Flooring##Broadband Internet##CCTV Security##Cleaning Services,"1,212 sqft",Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,46.06 Lakh,For Sale
View##Floor Level##Balcony or Terrace##Flooring##Electricity Backup##View##Floor Level##Balcony or Terrace##Flooring##Elevators in Building##: 2##Parking Spaces##: 1##Prayer Room##Broadband Internet##Intercom##CCTV Security,"1,103 sqft",Apartment,"33 No. Firingee Bazaar Ward, Chattogram",3 Beds,3 Beds,55.15 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Electricity Backup##Elevators in Building##: 1##Floor Level##View##Lobby in Building##Double Glazed Windows##Balcony or Terrace##Flooring##24 Hours Concierge##CCTV Security##Cleaning Services##Maintenance Staff,850 sqft,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,45 Lakh,For Sale
Flooring##Floor Level##View##Balcony or Terrace##Elevators in Building##: 2##Flooring##Floor Level##View##Balcony or Terrace##Electricity Backup##Parking Spaces##: 1##Prayer Room##Broadband Internet##Intercom##CCTV Security,"1,104 sqft",Apartment,"33 No. Firingee Bazaar Ward, Chattogram",3 Beds,3 Beds,55.2 Lakh,For Sale
View##Parking Spaces##: 1##Flooring##Balcony or Terrace##View##Electricity Backup##Parking Spaces##: 1##Flooring##Elevators in Building##: 2##Balcony or Terrace##Floor Level##Prayer Room##Intercom##Broadband Internet##CCTV Security,"1,236 sqft",Apartment,"33 No. Firingee Bazaar Ward, Chattogram",3 Beds,3 Beds,61.8 Lakh,For Sale
View##Flooring##Parking Spaces##: 1##Balcony or Terrace##View##Electricity Backup##Flooring##Parking Spaces##: 1##Balcony or Terrace##Elevators in Building##: 2##Floor Level##Prayer Room##Broadband Internet##Intercom##CCTV Security,"1,604 sqft",Apartment,"33 No. Firingee Bazaar Ward, Chattogram",3 Beds,3 Beds,80 Lakh,For Sale
Floor Level##Parking Spaces##: 1##View##Balcony or Terrace##Floor Level##Elevators in Building##: 2##Parking Spaces##: 1##View##Balcony or Terrace##Electricity Backup##Flooring##Prayer Room##Broadband Internet##Intercom##CCTV Security,"1,003 sqft",Apartment,"33 No. Firingee Bazaar Ward, Chattogram",2 Beds,2 Beds,50 Lakh,For Sale
Flooring##Balcony or Terrace##Floor Level##View##Flooring##Electricity Backup##Balcony or Terrace##Elevators in Building##: 2##Floor Level##View##Parking Spaces##: 1##Prayer Room##Broadband Internet##Intercom##CCTV Security,"1,230 sqft",Apartment,"33 No. Firingee Bazaar Ward, Chattogram",3 Beds,3 Beds,61.46 Lakh,For Sale
View##Parking Spaces##: 1##Floor Level##Balcony or Terrace##View##Parking Spaces##: 1##Floor Level##Elevators in Building##: 2##Balcony or Terrace##Electricity Backup##Flooring##Prayer Room##Broadband Internet##Intercom##CCTV Security,"1,006 sqft",Apartment,"33 No. Firingee Bazaar Ward, Chattogram",2 Beds,2 Beds,50.3 Lakh,For Sale
Floor Level##Balcony or Terrace##View##Flooring##Floor Level##Balcony or Terrace##Double Glazed Windows##View##Flooring##Broadband Internet##Cleaning Services,650 sqft,Apartment,"Block E, Section 12, Mirpur, Dhaka",2 Beds,2 Beds,25 Lakh,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Elevators in Building##: 1##Electricity Backup##Floor Level##Prayer Room##CCTV Security##Maintenance Staff,"1,000 sqft",Apartment,"Block C, Hill View R/A, Bayazid, Chattogram",3 Beds,3 Beds,48 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##Electricity Backup##View##Balcony or Terrace##Flooring##Floor Level##Elevators in Building##: 1##Parking Spaces##: 1##CCTV Security##Maintenance Staff,"1,000 sqft",Apartment,"Block C, Hill View R/A, Bayazid, Chattogram",3 Beds,3 Beds,48 Lakh,For Sale
Flooring##Balcony or Terrace##View##Floor Level##Flooring##Balcony or Terrace##View##Double Glazed Windows##Floor Level##Broadband Internet##Cleaning Services,700 sqft,Apartment,"Block E, Section 12, Mirpur, Dhaka",2 Beds,2 Beds,32 Lakh,For Sale
View##Floor Level##Balcony or Terrace##Flooring##Electricity Backup##View##Floor Level##Balcony or Terrace##Elevators in Building##: 1##Flooring##Broadband Internet,"2,400 sqft",Apartment,"33 No. Firingee Bazaar Ward, Chattogram",3 Beds,3 Beds,1.5 Crore,For Sale
View##Parking Spaces##: 1##Balcony or Terrace##Flooring##View##Freehold##Parking Spaces##: 1##Balcony or Terrace##Flooring##Floor Level##Broadband Internet##Cleaning Services,"2,000 sqft",Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,60 Lakh,For Sale
Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Double Glazed Windows##Broadband Internet##Cleaning Services,600 sqft,Apartment,"Block E, Section 12, Mirpur, Dhaka",2 Beds,2 Beds,28 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Double Glazed Windows##Flooring##Broadband Internet##Cleaning Services,"1,300 sqft",Apartment,"Block E, Section 12, Mirpur, Dhaka",4 Beds,4 Beds,58 Lakh,For Sale
Flooring##Floor Level##Balcony or Terrace##View##Flooring##Floor Level##Balcony or Terrace##View##Broadband Internet,750 sqft,Apartment,"Kalu Shah Bazar, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,25 Lakh,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Floor Level##Parking Spaces##: 1##View##Double Glazed Windows##Elevators in Building##: 1##Balcony or Terrace##Lobby in Building##Floor Level##Electricity Backup##Flooring##Broadband Internet##Intercom##Cleaning Services,"1,425 sqft",Apartment,"Block A, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,86.38 Lakh,For Sale
Flooring##View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Broadband Internet,650 sqft,Apartment,"Bahir Signal, 4 No Chandgaon Ward, Chattogram",2 Beds,2 Beds,25 Lakh,For Sale
Balcony or Terrace##View##Flooring##Parking Spaces##: 1##Balcony or Terrace##View##Lobby in Building##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Electricity Backup##Floor Level##CCTV Security,"1,850 sqft",Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,1.2 Crore,For Sale
Flooring##Floor Level##Balcony or Terrace##View##Flooring##Freehold##Floor Level##Balcony or Terrace##Double Glazed Windows##Waste Disposal##View##Furnished##Broadband Internet##Cleaning Services##Facilities for Disabled,"1,040 sqft",Apartment,"PC Culture Housing, Mohammadpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Parking Spaces##: 1##Flooring##View##Balcony or Terrace##Parking Spaces##: 1##Double Glazed Windows##Flooring##Lobby in Building##View##Balcony or Terrace##Electricity Backup##Elevators in Building##: 1##Maintenance Staff,"4,350 sqft",Duplex,"Block D, Bashundhara R-A, Dhaka",6 Beds,6 Beds,3.9 Crore,For Sale
Floor Level##Flooring##View##Electricity Backup##Floor Level##Electricity Backup##Flooring##View##Elevators in Building##: 1##Freehold,938 sqft,Apartment,"Shyamoli, Dhaka",2 Beds,2 Beds,40 Lakh,For Sale
Floor Level##Balcony or Terrace##View##Flooring##Floor Level##Elevators in Building##: 1##Balcony or Terrace##View##24 Hours Concierge##Lobby in Building##Double Glazed Windows##Electricity Backup##Waste Disposal##Flooring##Maintenance Staff##Cleaning Services,"1,296 sqft",Apartment,"Shadhinata Sharani, Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,58 Lakh,For Sale
Flooring##Balcony or Terrace##View##Electricity Backup##Electricity Backup##Elevators in Building##: 1##24 Hours Concierge##Flooring##Balcony or Terrace##Lobby in Building##Double Glazed Windows##View##Service Elevators##Intercom##Maintenance Staff##Cleaning Services,"1,470 sqft",Apartment,"Block C, Mansurabad Housing Society, Adabor, Dhaka",3 Beds,3 Beds,70 Lakh,For Sale
Parking Spaces##: 1##Flooring##View##Balcony or Terrace##Double Glazed Windows##Parking Spaces##: 1##Flooring##View##Elevators in Building##: 1##Lobby in Building##Balcony or Terrace##Electricity Backup##Maintenance Staff,"2,100 sqft",Apartment,"Block F, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.6 Crore,For Sale
Flooring##View##Balcony or Terrace##Parking Spaces##: 1##Lobby in Building##Electricity Backup##Flooring##View##Double Glazed Windows##Elevators in Building##: 2##Balcony or Terrace##Freehold##Parking Spaces##: 1##24 Hours Concierge##CCTV Security##Maintenance Staff##Cleaning Services,"1,170 sqft",Apartment,"Gulbag, Malibagh, Dhaka",2 Beds,2 Beds,86 Lakh,For Sale
Flooring##Balcony or Terrace##Parking Spaces##: 1##Lobby in Building##Lobby in Building##Electricity Backup##Flooring##Balcony or Terrace##Parking Spaces##: 1##Elevators in Building##: 1##Intercom##Broadband Internet##Lawn or Garden##Maintenance Staff##Cleaning Services,"1,010 sqft",Apartment,"Block F, Bashundhara R-A, Dhaka",2 Beds,2 Beds,74 Lakh,For Sale
Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Elevators in Building##: 1##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Lobby in Building##Double Glazed Windows##Electricity Backup##Maintenance Staff##Cleaning Services,830 sqft,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Beds,47 Lakh,For Sale
Flooring##Parking Spaces##: 1##Balcony or Terrace##View##Elevators in Building##: 1##Lobby in Building##Flooring##Parking Spaces##: 1##Balcony or Terrace##View##Electricity Backup##Intercom##Maintenance Staff,"1,570 sqft",Apartment,"Sector 4, Uttara, Dhaka",3 Beds,3 Beds,1.65 Crore,For Sale
View##Balcony or Terrace##Flooring##Maintenance Staff##View##Balcony or Terrace##Flooring##Maintenance Staff##Cleaning Services,"1,221 sqft",Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,82 Lakh,For Sale
Balcony or Terrace##View##Flooring##Parking Spaces##: 1##Balcony or Terrace##Electricity Backup##View##Flooring##Parking Spaces##: 1##Lobby in Building##Double Glazed Windows##Elevators in Building##: 1##Maintenance Staff,"1,650 sqft",Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.25 Crore,For Sale
Balcony or Terrace##View##Flooring##Parking Spaces##: 1##Balcony or Terrace##Double Glazed Windows##Lobby in Building##View##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Intercom##Broadband Internet##Cleaning Services,"2,200 sqft",Apartment,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",4 Beds,4 Beds,1.4 Crore,For Sale
Parking Spaces##: 1##Balcony or Terrace##Flooring##View##Parking Spaces##: 1##Elevators in Building##: 1##Balcony or Terrace##Flooring##View##Lobby in Building##Double Glazed Windows##Electricity Backup##Broadband Internet##Intercom##Cleaning Services,"2,200 sqft",Apartment,"Mirpur DOHS, Mirpur, Dhaka",4 Beds,4 Beds,2.1 Crore,For Sale
View##Flooring##Freehold##ATM Facility##Freehold##View##Flooring##ATM Facility##Intercom##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,400 sqft",Apartment,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,85 Lakh,For Sale
Balcony or Terrace##Parking Spaces##: 1##View##Flooring##Lobby in Building##Elevators in Building##: 1##Balcony or Terrace##Parking Spaces##: 1##View##24 Hours Concierge##Electricity Backup##Waste Disposal##Flooring##Broadband Internet##Cleaning Services,"1,650 sqft",Apartment,"Sector 2, Block F, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.15 Crore,For Sale
View##Flooring##Freehold##Broadband Internet##View##Flooring##Freehold##Broadband Internet##ATM Facility##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,390 sqft",Apartment,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,80 Lakh,For Sale
Flooring##Balcony or Terrace##View##Parking Spaces##: 1##Flooring##Elevators in Building##: 1##Electricity Backup##Balcony or Terrace##View##Lobby in Building##Double Glazed Windows##Parking Spaces##: 1##Intercom##Broadband Internet##Cleaning Services,"1,574 sqft",Apartment,"Block B, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh,For Sale
Flooring##Floor Level##View##Balcony or Terrace##Flooring##Lobby in Building##Service Elevators##Floor Level##Electricity Backup##Elevators in Building##: 1##Double Glazed Windows##24 Hours Concierge##View##Balcony or Terrace##Intercom##Maintenance Staff##Cleaning Services,"1,000 sqft",Apartment,"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",3 Beds,3 Beds,50 Lakh,For Sale
Floor Level##Parking Spaces##: 1##View##Balcony or Terrace##Floor Level##24 Hours Concierge##Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Cleaning Services##Maintenance Staff,"1,232 sqft",Apartment,"Badda, Dhaka",3 Beds,3 Beds,73 Lakh,For Sale
View##Balcony or Terrace##Floor Level##Flooring##Freehold##View##Electricity Backup##Lobby in Building##Balcony or Terrace##Elevators in Building##: 1##Floor Level##Flooring##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,075 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,41 Lakh,For Sale
Balcony or Terrace##Parking Spaces##: 1##Flooring##View##Electricity Backup##Elevators in Building##: 1##Lobby in Building##Balcony or Terrace##Parking Spaces##: 1##Flooring##View##Floor Level##Double Glazed Windows##Maintenance Staff,"1,600 sqft",Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Flooring##Elevators in Building##: 1##Lobby in Building##Electricity Backup##Waste Disposal##View##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,800 sqft,Apartment,"South Chalabon, Dakshin Khan, Dhaka",2 Beds,2 Beds,28 Lakh,For Sale
Parking Spaces##: 1##View##Flooring##Balcony or Terrace##Freehold##Elevators in Building##: 1##Electricity Backup##Parking Spaces##: 1##Double Glazed Windows##View##Waste Disposal##Flooring##Balcony or Terrace##Floor Level##Intercom##Maintenance Staff##Cleaning Services,"1,687 sqft",Apartment,"Block D, Section 2, Mirpur, Dhaka",4 Beds,4 Beds,75.92 Lakh,For Sale
Floor Level##Flooring##View##Balcony or Terrace##Floor Level##24 Hours Concierge##Elevators in Building##: 2##Electricity Backup##Flooring##View##Balcony or Terrace##Lobby in Building##Freehold##Intercom##Conference Room##Lawn or Garden##CCTV Security##Maintenance Staff##Cleaning Services,"1,083 sqft",Apartment,"22 Bari, West Kazipara, Mirpur, Dhaka",2 Beds,2 Beds,50 Lakh,For Sale
View##Balcony or Terrace##Parking Spaces##: 1##Flooring##Double Glazed Windows##Elevators in Building##: 2##View##Balcony or Terrace##Electricity Backup##Parking Spaces##: 1##Flooring##Lobby in Building##Floor Level##Maintenance Staff,"1,500 sqft",Apartment,"Block C, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.35 Crore,For Sale
