title,num_bed,num_bath,area,location,building_type,purpose,price,description,listing_url,Elevator-amenity,Security Guard-amenity,Govt. Gas-amenity,Emergency Exit-amenity,Hot Water-amenity,Intercom-amenity,Landscape Garden-amenity,Swimming Pool-amenity,Child Allowed-amenity,Visitor's Car Parking-amenity,Wi-Fi-amenity,Community Center-amenity,Guard's Room-amenity,Driver Room-amenity,Gymnasium-amenity,WASA-amenity,Internet-amenity,Electricity-amenity,Safety Grill-amenity,CCTV-amenity,Fire Alarm-amenity,Rooftop Garden-amenity,Pet Allowed-amenity,building_nature,city,area,address,balcony-amenity,service charge-amenity,servent room-amenity,staff toilet-amenity,kitchen-amenity,property condition-amenity,drawing room-amenity,car parking-amenity,furnished status-amenity,nagotiable-amenity,floor number-amenity,available for-amenity,advance deposit-amenity,living room-amenity,dining room-amenity,floor type-amenity
3000 sqft furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,3000.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,130000.0,"This 3000 sqft apartment is up for rent at Uttara. It is a furnished property at 4th floor which has 3 beds, 4 baths. 1 car parking space available.",http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-for-rent-at-uttara/153,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,yes,,yes,yes,1,new,yes,available,furnished,,5,any,260000,yes,yes,
2150 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2150.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,160000.0,"This 2150 sqft furnished apartment is up for rent at Baridhara diplomatic zone. This property at 3rd floor has 3 beds, 4 baths which is perfect for a family. Service charge is BDT 10000. 1 car parking facility available.",http://www.rentalhomebd.com/properties/2150-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/175,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,10000,yes,yes,1,new,yes,available,furnished,,4,any,320000,,yes,
2900 sqft Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2900.0,"Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,200000.0,"This 2900 sqft furnished apartment is up for rent at Baridhara Diplomatic Zone. It has 3 beds, 4 baths and other luxurious commodities and facilities for a family. 1 car parking available.",http://www.rentalhomebd.com/properties/2900-sqft-apartment-for-rent-at-baridhara-diplomatic-zone/155,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,,,,yes,yes,1,new,yes,available,furnished,,6,any,400000,yes,yes,
1400 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 2 bd, 3 ba,1400.0,"Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,170000.0,"This 1400 sqft furnished apartment is up for rent at Baridhara Diplomatic Zone. It has 2 beds, 3 baths and other luxurious commodities and facilities for a small family or a single person. 1 car parking available.",http://www.rentalhomebd.com/properties/1400-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/157,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,,,,,yes,1,new,yes,available,furnished,,3,any,340000,,yes,
Commercial Space for Rent @ Banani, 0 bd, 9 ba,3600.0,"Kemal Ataturk Avenue, Banani, Dhaka, Banani, Dhaka",Office space,Rent,500000.0,"3600 sqft this office space have 7 to 8 room for working purpose.  2nd floor this space rent preferred for any type of Banks, Insurances, Foreign offices. monthly rent in BDT 5 lac. Parking space have 1. Please contact this number for rent purpose: +88 01622888555",http://www.rentalhomebd.com/properties/commercial-space-for-rent-at-banani/128,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Commercial,Dhaka,Banani,Kemal Ataturk Avenue,,,,,,new,,available,unfurnished,,3,any,1500000,,,
Luxurious 3300 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3300.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,350000.0,"It is a highly luxurious apartment of 3300 sqft which is semi-furnished. Situated at the 8th floor, this property has 4 beds, 5 baths, living, drawing, dining, servant room and other modern amenities and commodities. This apartment also has access to gymnasium and rooftop swimming pool. 2 car parking facility available. Service Charge is BDT 20000. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/luxurious-3300-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/127,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,20000,yes,yes,1,new,yes,available,semi-furnished,yes,8,any,700000,yes,yes,
1850 sqft Furnished Apartment for Rent @ Gulshan-2, 3 bd, 3 ba,1850.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,105000.0,This 1850 sqft property is up for rent at Gulshan-2. It is a furnished property which has 3 beds with other facilities and modern commodities. Service Charge is BDT 7500. 1 car parking space available.,http://www.rentalhomebd.com/properties/1850-sqft-furnished-apartment-for-rent-at-gulshan-2/126,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,7500,,yes,1,new,yes,available,furnished,,5,any,210000,,yes,
Office Space of 3000 sqft for Rent @ Banani, 0 bd, 0 ba,3000.0,"Banani, Dhaka, Banani, Dhaka",Office space,Rent,430000.0,"This 3000 sqft per floor building is up for rent as office space in Banani.  From 5th floor to 9th floor, these floor spaces are preferred for any type of Banks, Insurances, Foreign offices. Service charge is BDT 20000. 1 parking space available. Please contact this number for rent purpose: +88 01622888555",http://www.rentalhomebd.com/properties/office-space-of-3000-sqft-for-rent-at-banani/129,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Commercial,Dhaka,Banani,,,20000,,,,new,,available,unfurnished,,5,any,860000,,,
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2500.0,"Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,170000.0,"This 2500 sqft furnished apartment is up for rent at Baridhara Diplomatic Zone. This property at 4th floor has 3 beds, 4 baths and other luxurious commodities and facilities for a family. 1 car parking available.",http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/159,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,,,,yes,yes,1,new,yes,available,furnished,,5,any,340000,,yes,
2500 sqft Fully Furnished Apartment for Rent @ Gulshan-2, 3 bd, 3 ba,2500.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,180000.0,"This 2500 sqft fully furnished property is up for rent at Gulshan-2. Located at 4th floor, this large property has 3 beds, living, drawing, dining with other facilities and modern commodities. Service Charge is BDT 12000.",http://www.rentalhomebd.com/properties/2500-sqft-fully-furnished-apartment-for-rent-at-gulshan-2/125,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,12000,,yes,1,new,yes,available,furnished,,5,any,360000,yes,yes,tiled
1790 sqft Apartment for Rent @ Banani, 3 bd, 3 ba,1790.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,80000.0,"This 1790 sqft apartment is up for rent at Banani. It is an unfurnished apartment with 3 beds, 3 baths, drawing, dining, kitchen, servant room with bath and 3 balconies. Service charge is BDT 10000. 1 car parking space available. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/1790-sqft-apartment-for-rent-at-banani/130,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,yes,10000,yes,yes,1,new,yes,available,unfurnished,,8,any,160000,,yes,
1100 sqft property for Rent @ Uttara, 3 bd, 2 ba,1100.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,110000.0,"This furnished apartment of 1100 sqft area is up for rent at Uttara. Located at the 3rd floor, this property has 3 beds, 2 baths. 1 car parking available.",http://www.rentalhomebd.com/properties/1100-sqft-property-for-rent-at-uttara/150,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,yes,,,,1,new,yes,available,furnished,,4,any,220000,,yes,
1800 sqft Furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1800.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,95000.0,"This furnished apartment of 1800 sqft area is up for rent at Uttara. Located at the 3rd floor, this property has 3 beds, 2 balconies. 1 parking space available. Service charge BDT 7000.",http://www.rentalhomebd.com/properties/1740-sqft-furnished-apartment-for-rent-at-uttara/134,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,yes,7000,,yes,1,new,yes,available,furnished,,3,any,190000,,yes,
4200 sqft Commercial space for Rent @ Banani, 0 bd, 7 ba,4200.0,"Banani, Dhaka, Banani, Dhaka",Office space,Rent,330000.0,"This is a 4200 sqft office space with residential traits - It has 4 rooms, open drawing and dining room, 7 washrooms and servant room. To be rented for commercial use, this property is at the 4th floor. 2 car parking space available. Service charge is BDT 15000.",http://www.rentalhomebd.com/properties/4200-sqft-commercial-space-for-rent-at-banani/131,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Commercial,Dhaka,Banani,,,99999999.99,,,,new,,available,unfurnished,,5,any,99999999.99,,,
1400 sqft Furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1400.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,85000.0,"This furnished apartment of 1400 sqft area is up for rent at Uttara. Located at the 3rd floor, this property has 3 beds, 3 balconies. 1 parking space available. Service charge BDT 6000.",http://www.rentalhomebd.com/properties/1400-sqft-furnished-apartment-for-rent-at-uttara/135,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,yes,6000,,yes,1,new,yes,available,furnished,,3,any,170000,,yes,
1800 sqft Furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1800.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,95000.0,"This furnished apartment of 1800 sqft area is up for rent at Uttara. Located at the 6th floor, this property has 3 beds. 1 parking space available. Service charge BDT 6000.",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-uttara/133,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,,6000,,yes,1,new,yes,available,furnished,,6,any,190000,,yes,
1600 sqft Furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1600.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,95000.0,"This furnished apartment of 1600 sqft area is up for rent at Uttara. Located at the 3rd floor, this property has 3 beds, 2 balconies. 1 parking space available. Service charge BDT 4500.",http://www.rentalhomebd.com/properties/1600-sqft-furnished-apartment-for-rent-at-uttara/136,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,yes,4500,,yes,1,new,yes,available,furnished,,3,any,190000,,yes,
1800 sqft Furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1800.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,105000.0,"This furnished apartment of 1800 sqft area is up for rent at Uttara. Located at the 3rd floor, this property has 3 beds. 1 car parking space available.",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-uttara/140,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,no,7000,,yes,1,new,yes,available,furnished,,3,any,210000,,yes,
1800 sqft Furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1800.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,105000.0,"This furnished apartment of 1800 sqft area is up for rent at Uttara. Located at the 5th floor, this property has 3 beds, 4 baths. 1 car parking space available.",http://www.rentalhomebd.com/properties/1700-sqft-furnished-apartment-for-rent-at-uttara/137,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Uttara,,,,,yes,1,new,yes,available,furnished,,5,any,210000,,yes,
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2500.0,"Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,165000.0,"This 2500 sqft furnished apartment is up for rent at Baridhara Diplomatic Zone. It has 3 beds, 4 baths and other luxurious commodities and facilities for a family. 1 car parking available.",http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/156,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,,,,yes,yes,1,new,yes,available,furnished,,5,any,330000,,yes,
2700 sqft Furnished Apartment for Rent @ Uttara, 4 bd, 5 ba,2700.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,115000.0,"This large furnished apartment of 2700 sqft area is up for rent at Uttara. Located at the 5th floor, this property has 4 beds, 5 baths. 1 parking space available. Service charge BDT 9000.",http://www.rentalhomebd.com/properties/2750-sqft-furnished-apartment-for-rent-at-uttara/138,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,,9000,yes,yes,1,new,yes,available,furnished,,5,any,230000,yes,yes,
1800 sqft Furnished Apartment for Rent @ Uttara, 3 bd, 4 ba,1800.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,115000.0,"This furnished apartment of 1800 sqft area is up for rent at Uttara. Located at the 5th floor, this property has 3 beds. 1 parking space available. Service charge BDT 10000.",http://www.rentalhomebd.com/properties/1750-sqft-furnished-apartment-for-rent-at-uttara/141,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,,10000,,yes,1,new,yes,available,furnished,,6,any,230000,,yes,
Furnished property of 1800 sqft for Rent @ Gulshan-1, 3 bd, 4 ba,1800.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,120000.0,"This 1800 sqft furnished property is up for rent at Gulshan-1. Located at 2nd floor, this property has 3 beds, 4 baths, 1 big balcony with drawing, dining rooms. 1 parking space available.  Service charge is included with rent.",http://www.rentalhomebd.com/properties/furnished-property-of-1800-sqft-for-rent-at-gulshan-1/111,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",yes,,yes,yes,1,new,yes,available,furnished,,3,any,240000,,yes,
2400 sqft Furnished Top Floor Apartment for Rent @ Gulshan-1, 3 bd, 3 ba,2400.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,130000.0,This furnished 2400 sqft apartment at the south side of top floor is up for rent at Gulshan-1. It has 1 parking available. Service charge is BDT 8000.,http://www.rentalhomebd.com/properties/2400-sqft-furnished-top-floor-apartment-for-rent-at-gulshan-1/109,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,8000,yes,yes,1,new,yes,available,furnished,,7,any,260000,yes,yes,
3500 sqft Furnished Apartment for Rent @ Gulshan-1, 4 bd, 4 ba,3500.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,140000.0,"This 3500 sqft furnished property is up for rent at Gulshan-1. Located at 2nd floor, this property has 4 beds, 4 attached baths, servant room with bath. 2 parking space available. Service Charge is BDT 8000. Separate water supply bill also applies.",http://www.rentalhomebd.com/properties/3500-furnished-apartment-for-rent-at-gulshan-1/112,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",yes,8000,yes,yes,1,new,yes,available,furnished,,3,any,280000,yes,yes,
2600 sqft Furnished Property For Rent @ Gulshan 1, 4 bd, 4 ba,2600.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,300000.0,"It is a furnished property and 10 storied building. 1st to 6th floor are up for rent. This properties have 4 beds, 5 baths. 1 car parking available. Monthly rent is BDT 3 lac along with service charge. Foreigners are mostly preferred.",http://www.rentalhomebd.com/properties/2600-sqft-furnished-property-for-rent-at-gulshan-1/108,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,,yes,yes,1,new,yes,available,furnished,,5,any,,yes,yes,tiled
2200 sqft Apartment for Rent @ Bashundhara, 3 bd, 5 ba,2200.0,"Bashundhara, Dhaka, Bashundhara, Dhaka",Apartment/Flats,Rent,65000.0,"This unfurnished apartment of 2200 sqft is up for rent at Bashundhara. This property at 2nd floor has 3 beds, 5 baths, 3 balconies, drawing, dining, servant room with bath etc. 1 car parking facility available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2200-sqft-apartment-for-rent-at-bashundhara/118,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Bashundhara,,yes,5500,yes,yes,1,new,yes,available,unfurnished,,2,any,130000,,yes,
Apartment For Rent @ Gulshan-1, 4 bd, 4 ba,3000.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,130000.0,"This Gulshan-1 area residential plot is perfect for family living. Foreigner must be preferred. This property of 3000 sqft is unfurnished. 4 bed, 5 bath, drawing, dining, living with servant room. Floor is marble. Monthly rent BDT 130000 and service charge 12000 BDT. If you want it furnished then rent must be dependent on discussion. 1 car parking available. Security deposit is for 3 months.",http://www.rentalhomebd.com/properties/apartment-for-rent-at-gulshan-1/116,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,12000,yes,yes,1,new,yes,available,unfurnished,,3,any,260000,yes,yes,marble
1800 sqft Furnished Apartment for Rent @ Gulshan-2, 3 bd, 3 ba,1800.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,90000.0,"This 1800 sqft furnished property is up for rent at Gulshan-2. Located at 4th floor, this property has 3 beds, 3 baths, drawing, dining, servant room with bath. Service Charge is BDT 6000 which is included with rent.",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-gulshan-2/113,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,6000,yes,yes,1,new,yes,available,furnished,,5,any,180000,,yes,
2400 sqft Apartment with Gym facility for Rent @ Gulshan-1, 3 bd, 4 ba,2400.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,120000.0,"This 2400 sqft unfurnished property is up for rent at Gulshan-1. Located at 2nd floor, this property has 3 beds, servant room with bath, Gymnasium, 24-hour generator service to A/C, 2 washroom with wall cabinets. Service Charge is BDT 12000. If furnishing is needed, we will do it after discussion.",http://www.rentalhomebd.com/properties/2400-sqft-apartment-for-rent-at-gulshan-1/114,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",yes,12000,yes,yes,1,new,yes,available,unfurnished,,3,any,240000,,yes,
2000 sqft Apartment for Rent @ Gulshan-2, 3 bd, 4 ba,2000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,80000.0,"This 2000 sqft unfurnished property is up for rent at Gulshan-2. Located at ground floor, this property has 3 beds with other facilities. Service Charge is BDT 5000. 1 car parking available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2000-sqft-apartment-for-rent-at-gulshan-2/119,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,5000,yes,yes,1,new,yes,available,unfurnished,,1,any,160000,,yes,
2600 sqft Furnished Apartment for Rent @ Banani, 3 bd, 5 ba,2600.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,150000.0,"This fully furnished apartment of 2600 sqft is up for rent at Banani. This luxurious apartment at 8th floor, which is also the top floor, has 3 beds, 5 baths, 3 balconies, drawing, dining, study room, servant room etc.. This establishment also has swimming pool facility and a rooftop garden. 1 car parking facility available.",http://www.rentalhomebd.com/properties/2600-sqft-apartment-for-rent-at-banani/117,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Residential,Dhaka,Banani,,yes,,yes,yes,1,new,yes,available,furnished,yes,9,any,300000,,yes,
2800 sqft Furnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba,2800.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,150000.0,"This 2800 sqft fully furnished property is up for rent at Gulshan-2. Located at top floor, this property has 4 beds, 5 baths, drawing, dining, servant room with bath, 2 balconies and other facilities. Service Charge is BDT 10000 which is included with rent. 1 car parking facility available.",http://www.rentalhomebd.com/properties/2800-sqft-furnished-apartment-for-rent-at-gulshan-2/122,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,10000,yes,yes,1,new,yes,available,furnished,,6,any,300000,,yes,
2700 sqft Semi-Furnished Apartment for Rent @ Gulshan-2, 3 bd, 4 ba,2700.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,130000.0,"This 2700 sqft semi-furnished property is up for rent at Gulshan-2. Located at 7th floor, this property has 3 beds, 4 baths with servant room and other facilities like wall cabinets. Service Charge is BDT 10000. 2 car parking available. If further furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2700-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/121,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,10000,yes,yes,1,new,yes,available,semi-furnished,,8,any,260000,,yes,
1900 sqft Apartment for Rent @ Uttara, 3 bd, 4 ba,1900.0,"Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent,115000.0,"This is an furnished apartment of 1900 sqft area which is up for rent at Uttara. Located at the 4th floor, this property has 3 beds, 4 baths, living, drawing, dining room, 3 balconies etc. 1 car parking space available. Service charge is BDT 5000.",http://www.rentalhomebd.com/properties/1900-sqft-apartment-for-rent-at-uttara/142,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Uttara,,yes,5000,,yes,1,new,yes,available,furnished,,5,any,230000,yes,yes,
3600 sqft Apartment for Rent @ Gulshan-2, 4 bd, 5 ba,3600.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,210000.0,"This 3600 sqft unfurnished property is up for rent at Gulshan-2. Located at 2nd floor, this large property has 4 beds with other facilities. Service Charge is BDT 16000. 2 car parking space available along with swimming pool facility. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/3600-sqft-apartment-for-rent-at-gulshan-2/124,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,16000,yes,yes,1,new,yes,available,unfurnished,,3,any,420000,yes,yes,
3300 sqft Apartment For Rent @ Gulshan-2, 3 bd, 4 ba,3300.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,230000.0,"It is an unfurnished apartment of 3300 sqft for rent located in Gulshan-2. This property has 3 beds with servant room and other facilities. 3 Parking available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/3300-sqft-apartment-for-rent-at-gulshan-2/90,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,20000,yes,yes,1,new,yes,available,unfurnished,yes,7,any,460000,yes,yes,
4000 sqft Semi-Furnished Apartment For Rent @ Gulshan-2, 4 bd, 4 ba,4000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,255000.0,"It is a semi-furnished apartment of 4000 sqft for rent located in Gulshan-2. This property has 4 beds, 4 baths with other facilities like A/C, wall cabinets etc. 2 Parking available. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/4000-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/91,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,25000,yes,yes,1,new,yes,available,semi-furnished,,10,any,510000,yes,yes,
Independent House for Rent @ Gulshan - 2, 8 bd, 9 ba,5700.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Independent House,Rent,450000.0,"It is a 2-storied independent house for rent in Gulshan-2. It can be rented for an office but it is mainly preferred to be rented as a house. This 5700 sqft property has 8 beds, living, dining, drawing, kitchen, servant room with bath, guard room with bath etc. 3 parking facilities available.",http://www.rentalhomebd.com/properties/independent-house-for-rent-at-gulshan-2/89,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,,yes,yes,1,new,yes,available,unfurnished,,2,any,900000,yes,yes,
