title,basic_info,amenities,address,type,purpose(rent/sale),price_in_BDT,details,page_url,listing_url
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2500 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/174
4000 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 4000 sqft, 4 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 230000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  30000,,Advance Deposit:  460000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/4000-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/173
2150 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2150 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2150-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/175
3400 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 3400 sqft, 4 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/3400-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/176
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2500 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 140000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  280000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/179
2540 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2540 sqft, 4 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7000,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2540-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/177
2250 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2250 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 90000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  6000,,Advance Deposit:  180000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2250-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/178
2700 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2700 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2700-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/181
2700 sqft Unfurnished Apartments for Rent @ Baridhara Diplomatic Zone," 2700 sqft, 4 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 220000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  440000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2700-sqft-unfurnished-apartments-for-rent-at-baridhara-diplomatic-zone/184
3000 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone," 3000 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/3000-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/182
2700 sqft Unfurnished Apartment for Rent @ Baridhara Diplomatic Zone," 2700 sqft, 4 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 200000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Marble,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  400000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2700-sqft-unfurnished-apartments-for-rent-at-baridhara-diplomatic-zone/183
2200 sqft Unfurnished Apartment for Rent @ Baridhara Diplomatic Zone," 2200 sqft, 4 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 155000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  310000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2200-sqft-unfurnished-apartment-for-rent-at-baridhara-diplomatic-zone/185
2500 sqft Unfurnished Apartment for Rent @ Baridhara Diplomatic Zone," 2500 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties?page=19,http://www.rentalhomebd.com/properties/2500-sqft-unfurnished-apartment-for-rent-at-baridhara-diplomatic-zone/186
3000 sqft furnished Apartment for Rent @ Uttara," 3000 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-for-rent-at-uttara/153
1100 sqft property for Rent @ Uttara," 1100 sqft, 3 bd, 2 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent, 110000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Advance Deposit:  220000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/1100-sqft-property-for-rent-at-uttara/150
Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2700 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 185000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  370000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/furnished-apartment-for-rent-at-baridhara-diplomatic-zone/154
2900 sqft Apartment for Rent @ Baridhara Diplomatic Zone," 2900 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 200000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  400000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/2900-sqft-apartment-for-rent-at-baridhara-diplomatic-zone/155
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2500 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 165000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  330000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/156
1400 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 1400 sqft, 2 bd, 3 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/1400-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/157
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2500 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/159
2667 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2667 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/2667-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/160
2700 sqft  Unfurnished Property For Rent @ Baridhara Diplomatic Zone," 2700 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic area, Baridhara, Dhaka",Apartment/Flats,Rent, 120000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  240000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/2700-sqft-unfurnished-property-for-rent-at-baridhara-diplomatic-zone/161
3000 sqft Unfurnished Apartment For Rent @ Baridhara Diplomatic Zone," 3000 sqft, 3 bd, 4 ba","Intercom,Fire Alarm,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic ZOne, Baridhara, Dhaka",Apartment/Flats,Rent, 190000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Floor Type:  Tiled,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  380000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/3000-sqft-unfurnished-apartment-for-rent-at-baridhara-diplomatic-zone/164
3000 sqft Semi-furnished Apartment For Rent @ Baridhara Diplomatic Zone," 3000 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 205000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  410000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/3000-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/165
Unfurnished Apartment For Rent @ Baridhara Diplomatic ZOne," 3400 sqft, 3 bd, 3 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 145000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  290000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/unfurnished-apartment-for-rent-at-baridhara-diplomatic-zone/162
4000 sqft Independent Duplex House for Rent @ Baridhara Diplomatic Zone," 4000 sqft, 3 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Independent House,Rent, 350000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  1,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  700000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/4000-sqft-independent-duplex-house-for-rent-at-baridhara-diplomatic-zone/167
2700 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2700 sqft, 3 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/2700-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/168
3000 sqft Unurnished Apartment for Rent @ Baridhara Diplomatic Zone," 3000 sqft, 4 bd, 5 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/2650-sqft-unurnished-apartment-for-rent-at-baridhara-diplomatic-zone/166
3300 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 3300 sqft, 3 bd, 5 ba","Intercom,Electricity,Internet,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  13000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=20,http://www.rentalhomebd.com/properties/3300-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/169
