title,building_type,area,num_bed,num_bath,location,price,amenities,purpose,listing_url
খিলগাঁওে ১২৫০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 1250 sqft , 3 Bed(s) , 2 Bath(s) , Dhaka,BDT 7000000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%AC-%E0%A6%97%E0%A7%81%E0%A7%9C%E0%A6%BE%E0%A6%A8-%E0%A6%96%E0%A6%BF%E0%A6%B2%E0%A6%97%E0%A6%BE%E0%A6%81%E0%A6%93%E0%A7%87-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
ঢাকা সান সিটিতে সহজ কিস্তিতে কমার্শিয়াল প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 4000000 ,[None],,https://homefairbd.com/ad/dhaka-sun-cityte-sohoj-kistite-commercial-plot
Semi ready Flat Sale in Mirpur 60 feet @ 830 Sqft, Apartment , 830 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur, Dhaka",BDT 4500000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 2 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-flat-sale-in-mirpur-60-feet
গার্ডেন সিটিতে ১২৭১ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 1271 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 7700000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%97%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
বসিলায় ২১০০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট বিক্রয়, Apartment , 2100 sqft , 3 Bed(s) , 4 Bath(s) , Dhaka,BDT 11550000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%AC%E0%A6%B8%E0%A6%BF%E0%A6%B2%E0%A6%BE%E0%A7%9F-%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A6%BF-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%BC
Used flat for sale in Uttara Sector-9@1100 sqft, Apartment , 1100 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 8800000 ,"Drawing,Dining,Electricity,Water,Lift,Parking,generator,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-uttara-sector-9
বাড্ডায় ১২৬৫ স্কয়ার ফিটের উত্তর মুখি সেমি রেডি ফ্ল্যাট, Apartment , 1265 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 5692500 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%AC%E0%A6%BE%E0%A6%A1%E0%A7%8D%E0%A6%A1%E0%A6%BE%E0%A7%9F-%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A6%BF-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
Semi ready flat for sale in Shopnodhara Housing@1520 sqft, Apartment , 1520 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 8360000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-for-sale-in-shopnodhara-housing
Semi Ready flat for sale in Nikunja@1025 sqft, Apartment , 1025 sqft , 3 Bed(s) , 2 Bath(s) , Dhaka,BDT 6300000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,generator, 2 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-for-sale-in-nikunja
North facing flat for sale in Boro Mogbazar@1800 sqft, Apartment , 1800 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 14400000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,parking,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/north-facing-flat-for-sale-in-boro-mogbazar
কেরানীগঞ্জের জিনজিরায় ৬ শতাংশের রেডি প্লট , Land ,  katha ,,," Keranigonj, Dhaka",BDT 6000000 ,[None],,https://homefairbd.com/ad/%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A7%87%E0%A6%B0-%E0%A6%9C%E0%A6%BF%E0%A6%A8%E0%A6%9C%E0%A6%BF%E0%A6%B0%E0%A6%BE%E0%A7%9F-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F%20
A excellent apartment sale in Baridhara @ 2092 sqft, Apartment , 2092 sqft , 3 Bed(s) , 4 Bath(s) ," Baridhara, Dhaka",BDT 42000000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",sale,https://homefairbd.com/ad/a-excellent-apartment-sale-in-baridhara
ঢাকার মাঝে আকর্ষনীয় মূল্যে রেডি প্লট @ ৬ শতাংশ, Land ,  katha ,,," Keranigonj, Dhaka",BDT 5400000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%AE%E0%A6%BE%E0%A6%9D%E0%A7%87-%E0%A6%86%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%B7%E0%A6%A8%E0%A7%80%E0%A6%AF%E0%A6%BC-%E0%A6%AE%E0%A7%82%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Flat For Sale in Mirpur Paka Mosjid @ 900 Sqft , Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur, Dhaka",BDT 5000000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 2 Balcony ",Sale,https://homefairbd.com/ad/flat-for-sale-in-mirpur-paka-mosjid
মোহাম্মাদিয়া হাউজিং এ ১৩১৫ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 1315 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 7700000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%AE%E0%A7%8B%E0%A6%B9%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%AE%E0%A6%BE%E0%A6%A6%E0%A6%BF%E0%A7%9F%E0%A6%BE-%E0%A6%B9%E0%A6%BE%E0%A6%89%E0%A6%9C%E0%A6%BF%E0%A6%82-%E0%A6%8F-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
রায়ের বাজারে ১৪৭০ স্কয়ার ফিটের দক্ষিন মুখি রেডি ফ্ল্যাট, Apartment , 1470 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 11000000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%B0%E0%A6%BE%E0%A7%9F%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0%E0%A7%87-%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A8-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
চন্দ্রিমা মডেল টাউনে ১৬৫০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 1650 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 9000000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%9A%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AE%E0%A6%BE-%E0%A6%AE%E0%A6%A1%E0%A7%87%E0%A6%B2-%E0%A6%9F%E0%A6%BE%E0%A6%89%E0%A6%A8%E0%A7%87-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A7%9F
ফিউচার টাউনে ১৪০০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট বিক্রয়, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 8400000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%AB%E0%A6%BF%E0%A6%89%E0%A6%9A%E0%A6%BE%E0%A6%B0-%E0%A6%9F%E0%A6%BE%E0%A6%89%E0%A6%A8%E0%A7%87-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%BC
Flat sale in Shanti Niketon@1500 sqft, Apartment , 1500 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 12000000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/flat-sale-in-shanti-niketon
Plot near Postagola Bridge @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1950000 ,[None],sale,https://homefairbd.com/ad/plot-near-postagola-bridge
খিলগাঁওে ১১২৫ স্কয়ার ফিটের উত্তর মুখি সেমি রেডি ফ্ল্যাট, Apartment , 1125 sqft , 3 Bed(s) , 2 Bath(s) , Dhaka,BDT 5625000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%96%E0%A6%BF%E0%A6%B2%E0%A6%97%E0%A6%BE%E0%A6%81%E0%A6%93%E0%A7%87-%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A6%BF-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
চন্দ্রিমা মডেল টাউনে ১৪০০ স্কয়ার ফিটের রেডি ফ্ল্যাট, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 6500000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%9A%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AE%E0%A6%BE-%E0%A6%AE%E0%A6%A1%E0%A7%87%E0%A6%B2-%E0%A6%9F%E0%A6%BE%E0%A6%89%E0%A6%A8%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
North facing semi ready property sale in Uttara@1640 sqft, Apartment , 1640 sqft , 3 Bed(s) , 4 Bath(s) , Dhaka,BDT 19680000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/north-facing-semi-ready-property-sale-in-uttara
Flat for Sale in Mohammadia housing society @ 1700 Sqft, Apartment , 1700 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 14790000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-flat-for-sale-in-mohammadia-housing-society
Used flat in Katal Bagan Dhanmondi@1450 sqft, Apartment , 1450 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 11600000 ,"balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-in-katal-bagan-dhanmondi
ঢাকা গোল্ডেন সিটিতে কিস্তিতে আবাসিক প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 3250000 ,[None],,https://homefairbd.com/ad/dhaka-golden-cityte-kistite-abashik-plot
semi ready apartment sale in Rampura@1250 sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 8000000 ,"balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",sale,https://homefairbd.com/ad/south-facing-semi-ready-apartment-sale-in-rampura
উত্তরা ৯ নং সেক্টরে ১৭১৫ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 1715 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 20000000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%BE-%E0%A7%AF-%E0%A6%A8%E0%A6%82-%E0%A6%B8%E0%A7%87%E0%A6%95%E0%A7%8D%E0%A6%9F%E0%A6%B0%E0%A7%87-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
Flat For Sale in Future town@1275 sqft, Apartment , 1275 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 5737500 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/flat-for-sale-in-future-town
Luxurious Apartment Sale in Bashundhara D block @ 1472 Sqft, Apartment , 1472 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 11800000 ,"Balcony,Drawing,Dining,Parking,Electricity,Water,lift,Generator, 2 Balcony ",Sale,https://homefairbd.com/ad/luxurious-apartment-sale-in-bashundhara-d-block
গুলশান-১ এ ২৬০০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 2600 sqft , 3 Bed(s) , 4 Bath(s) , Dhaka,BDT 59800000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%97%E0%A7%81%E0%A6%B2%E0%A6%B6%E0%A6%BE%E0%A6%A8-%E0%A7%A7-%E0%A6%8F-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
চন্দ্রিমা মডেল টাউনে ১১৯০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 1190 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 5593000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%9A%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AE%E0%A6%BE-%E0%A6%AE%E0%A6%A1%E0%A7%87%E0%A6%B2-%E0%A6%9F%E0%A6%BE%E0%A6%89%E0%A6%A8%E0%A7%87-%E0%A6%AA%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%AE-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A6%BF-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
West facing semi ready property sale in Uttara@2200 sqft, Apartment , 2200 sqft , 4 Bed(s) , 4 Bath(s) , Dhaka,BDT 28600000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,parking,Parking, 4 Balcony ",sale,https://homefairbd.com/ad/west-facing-semi-ready-property-sale-in-uttara
বাবর রোডে ১২৫০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট বিক্রয়, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 10625000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%AC%E0%A6%BE%E0%A6%AC%E0%A6%B0-%E0%A6%B0%E0%A7%8B%E0%A6%A1%E0%A7%87-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%BC
Full ready flat for sale in Banani@3060 sqft, Apartment , 3060 sqft , 3 Bed(s) , 5 Bath(s) , Dhaka,BDT 48960000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,parking,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/full-ready-flat-for-sale-in-banani
গুলশান-১ এ ২৯০০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট বিক্রয়, Apartment , 2900 sqft , 3 Bed(s) , 4 Bath(s) , Dhaka,BDT 52000000 , 4 Balcony ,,https://homefairbd.com/ad/%E0%A6%97%E0%A7%81%E0%A6%B2%E0%A6%B6%E0%A6%BE%E0%A6%A8-%E0%A7%A7-%E0%A6%8F-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%BC
মিরপুর ছাপরা মসজিদ সংলগ্ন ১১৫০ স্কয়ার ফিটের রেডি ফ্ল্যাট, Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 6800000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0-%E0%A6%9B%E0%A6%BE%E0%A6%AA%E0%A6%B0%E0%A6%BE-%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6-%E0%A6%B8%E0%A6%82%E0%A6%B2%E0%A6%97%E0%A7%8D%E0%A6%A8-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
"Semi ready flat for sale in Aftabnagar,Block -E@1300 sqft", Apartment , 1300 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 9750000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-for-sale-in-aftabnagar-block-e
Full ready flat Sale in Malibag@1588 sqft, Apartment , 1588 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 14292000 ,"balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking,Parking, 4 Balcony ",Sale,https://homefairbd.com/ad/full-ready-flat-sale-in-malibag
Ongoing property sale in Riazbag@1150 sqft, Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 9200000 ,"balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/ongoing-property-sale-in-riazbag
Semi ready flat for sale in Gulshan-1@4000 sqft, Apartment , 4000 sqft , 4 Bed(s) , 4 Bath(s) , Dhaka,BDT 82000000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,parking,Parking, 4 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-for-sale-in-gulshan-1
বাড্ডায় ১৪৯০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট বিক্রয়, Apartment , 1490 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 9685000 , 4 Balcony ,,https://homefairbd.com/ad/%E0%A6%AC%E0%A6%BE%E0%A6%A1%E0%A7%8D%E0%A6%A1%E0%A6%BE%E0%A7%9F-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
Used flat sale in Dhanmondi@1100 sqft, Apartment , 1100 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 8000000 ,"balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 3 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-dhanmondi
South Facing Plot Sale in Dhaka Golden City @ 2.5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1750000 ,[None],Sale,https://homefairbd.com/ad/south-facing-plot-sale-in-dhaka-golden-city
Semi ready property sale in Uttara@2110 sqft, Apartment , 2110 sqft , 4 Bed(s) , 4 Bath(s) , Dhaka,BDT 25320000 ,"balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking,Parking, 4 Balcony ",sale,https://homefairbd.com/ad/all-most-ready-property-sale-in-uttara
North facing semi ready flat sale in Dhanmondi@1200 sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 7200000 ,"balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/north-facing-semi-ready-flat-sale-in-dhanmondi
Semi ready property sale in Adabor@1387 sqft, Apartment , 1387 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 9709000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,parking,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/semi-ready-property-for-sale-in-adabor
Used Flat Sale in Azompur Dakkhin khan @ 1070 Sqft, Apartment , 1070 sqft , 3 Bed(s) , 2 Bath(s) ," Dakkhin Khan, Dhaka",BDT 6600000 ,"Balcony,Drawing,Dining,Parking,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/used-flat-sale-in-azompur-dakkhin-khan
কাদেরাবাদ হাউজিং এ ১৭৫০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 1750 sqft , 4 Bed(s) , 3 Bath(s) , Dhaka,BDT 10500000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%95%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%A6-%E0%A6%B9%E0%A6%BE%E0%A6%89%E0%A6%9C%E0%A6%BF%E0%A6%82-%E0%A6%8F-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
"Ready flat for sale in Humayun Road,Mohammadpur@1175 sqft", Apartment , 1175 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 16450000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Parking,Parking, 3 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-humayun-road-mohammadpur
আধাবর এরিয়াতে ১৭০০ স্কয়ার ফিটের ফ্ল্যাট বিক্রয়, Apartment , 1700 sqft , 4 Bed(s) , 3 Bath(s) , Dhaka,BDT 10200000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%86%E0%A6%A7%E0%A6%BE%E0%A6%AC%E0%A6%B0-%E0%A6%8F%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%A4%E0%A7%87-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%BC
চন্দ্রিমা মডেল টাউন রোড-১২তে ১১৩০ স্কয়ার ফিটের রেডি ফ্ল্যাট, Apartment , 1130 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 6500000 , 3 Balcony ,,https://homefairbd.com/ad/%E0%A6%9A%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AE%E0%A6%BE-%E0%A6%AE%E0%A6%A1%E0%A7%87%E0%A6%B2-%E0%A6%9F%E0%A6%BE%E0%A6%89%E0%A6%A8-%E0%A6%B0%E0%A7%8B%E0%A6%A1-%E0%A7%A7%E0%A7%A8%E0%A6%A4%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
বাড্ডায় ১৪৭১ স্কয়ার ফিটের উত্তর মুখি সেমি রেডি ফ্ল্যাট, Apartment , 1471 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 9561500 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%AC%E0%A6%BE%E0%A6%A1%E0%A7%8D%E0%A6%A1%E0%A6%BE%E0%A7%9F-%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
Flat for sale in Baitul aman moshjid Adabor@1350 sqft, Apartment , 1350 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 10800000 ,"balcony,Drawing,dining,Electricity,Water,Lift,Generator,parking,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-baitul-aman-moshjid-adabor
