amenities,area,balconies,baths,bedroom,location,price,property_type,property_url,purpose
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1500 sqft,4,03,04,"Adabor , Dhaka",,Land Sharing Flat,https://www.bdhousing.com/details/245374/1500-sqft-4-beds-land-sharing-flat-sale-adabor,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245760/3-katha-ready-residential-plot-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Gas Connection,Electricity,Generator,Inter com,CCTV,Security Alarm System,Satellite or cable TV,Servent Room,Servent Toilet,Fire Protection",1480 sqft,2,03,03,"Shantinagar , Dhaka",1.06 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245120/1480-sqft-3-beds-ready-apartment-flats-sale-shantinagar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2180 sqft,3,04,04,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245513/4-beds-apartment-flats-sale-bashundhara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2160 sqft,4,04,04,"Moghbazar , Dhaka",2.59 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245287/4-beds-ready-apartment-flats-sale-moghbazar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1580 sqft,3,03,03,"Adabor , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245512/3-beds-apartment-flats-sale-adabor,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",17.00 Lac,Residential Plot,https://www.bdhousing.com/details/245751/3-katha-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245752/3-katha-ready-residential-plot-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Fire Protection",500 sqft,,,,"Naya Paltan , Dhaka",,Showroom/Shop/Restaurant,https://www.bdhousing.com/details/245131/300-sqft-ready-showroom-shop-restaurant-sale--naya-paltan,Sale
"Mosque/Prayer Room,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Inter com,Pool,Gymnasium,Garden,Solar panels",1403 sqft,2,03,03,"Kazipara , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243629/1403-sqft-3-beds-under-construction-apartment-flats-for-sale-at-kazipara,Sale
Gas Connection,710 sqft,1,02,02,"Narinda , Dhaka",30.53 Lac,Apartment/Flats,https://www.bdhousing.com/details/244989/710-sqft-2-beds-ready-apartment-flats-sale-narinda,Sale
"Security,Lift,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Electronic security,Solar panels,Guest Parking,Servent Toilet,Fire Protection",1500 sqft,2,03,03,"Banasree , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243796/1500-sqft-3-beds-apartment-flats-sale-banasree,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245762/3-katha-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",17.00 Lac,Residential Plot,https://www.bdhousing.com/details/245748/3-katha-residential-plot-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Pool,Gymnasium,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",1500 sqft,3,03,03,"Shyamoli , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/242287/1500-sqft-3-beds-under-construction-flats-for-sale-at-shyamoli,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2400 sqft,5,05,04,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/242080/%E0%A6%85%E0%A6%AC-%E0%A6%B6-%E0%A6%AC-%E0%A6%B8-%E0%A6%AF-%E0%A6%95%E0%A6%AE-%E0%A6%AE-%E0%A6%B2-%E0%A6%AF-bashundhara-r-a-block-i-ext-%E0%A6%AC-%E0%A6%B2%E0%A6%95-2400-sft-%E0%A6%AB-%E0%A6%B2-%E0%A6%AF-%E0%A6%9F-%E0%A6%B0-%E0%A6%9C%E0%A6%AE-%E0%A6%B0-%E0%A6%B6-%E0%A7%9F-%E0%A6%B0-%E0%A6%AC-%E0%A6%95-%E0%A6%9A%E0%A6%B2%E0%A6%9B,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1500 sqft,3,03,03,"Aftab Nagar , Dhaka",1.00 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245003/1500-sqft-3-beds-under-construction-apartment-flats-for-sale-at-aftab-nagar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Guest Parking,Fire Protection",1450 sqft,3,03,03,"Cantonment , Dhaka",1.31 Cr.,Apartment/Flats,https://www.bdhousing.com/details/243953/1450-sqft-3-beds-under-construction-apartment-flats-sale-cantonment,Sale
"Mosque,Play Ground,Security,Parks,College,Hospital,Bazaar,Gas,Fire Services,Police Box,Post Office,Banks",8 Katha,,,,"Mirpur 10 , Dhaka",2.25 Cr.,Commercial Plot,https://www.bdhousing.com/details/245523/8-katha-commercial-cum-residential-plot-sale-mirpur-10-dhaka,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,Generator,Telephone line,Inter com,CCTV,Servent Room,Servent Toilet",1350 sqft,,03,03,"Savar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243626/1350-sqft-3-beds-under-construction-apartment-flats-for-sale-at-savar,Sale
"Security,Lift,WASA connection,Gas Connection,Electricity,Generator",1200 sqft,2,02,03,"Goran , Dhaka",63.00 Lac,Apartment/Flats,https://www.bdhousing.com/details/245415/1200-sqft-3-beds-ready-apartment-flats-sale,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Fire Protection",290 sqft,,,,"Ramna , Dhaka",0,Office Space,https://www.bdhousing.com/details/245312/300-sqft-ready-office-space-sale-ramna,Sale
"Mosque,Play Ground,Security,Universities,Bazaar,Banks",4320 Katha,,,,"Mirpur 1 , Dhaka",,Residential Plot,https://www.bdhousing.com/details/244283/4320-katha-ready-residential-plot-for-sale-at-mirpur-1,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",4400 sqft,6,06,06,"Bashundhara R/A , Dhaka",4.40 Cr.,Apartment/Flats,https://www.bdhousing.com/details/243950/4400-sqft-6-beds-apartment-flats-sale-bashundhara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1485 sqft,3,03,03,"Khilgaon , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/241319/1266-sqft-3-beds-flats-for-sale-at-khilgaon,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Electronic security,Pool,Gymnasium,Garden,Servent Room,Servent Toilet,Fire Protection",14601480 sqft,3,02,03,"Purbachal , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243551/14601480-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-purbachal,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,Self Water supply,Cylinder Gas,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Garden,Guest Parking,Fire Protection",1445 sqft,3,03,03,"Shahporan  , Sylhet",6.52 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245167/1445-sqft-3-beds-ready-apartment-flats-sale-shahporan,Sale
,1520 sqft,2,03,03,"Banasree , Dhaka",98.80 Lac,Apartment/Flats,https://www.bdhousing.com/details/245565/1520-sqft-3-beds-under-construction-apartment-flats-for-sale-at-banasree,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Pool,Gymnasium,Garden,Solar panels,Servent Toilet,Fire Protection",1600 sqft,3,03,03,"Badda , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244705/1600-sqft-3-beds-almost-ready-apartment-flats-sale-badda,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",15 Katha,,,,"Narayangonj Sadar , Narayanganj",,Residential Plot,https://www.bdhousing.com/details/243695/15%20katha%20%20Narayangonj%20Sadar%20-%20Land,Sale
"Mosque,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Mohammadpur , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245697/5-katha-ready-residential-plot-sale-Mohammadpur,Sale
"WASA connection,Cylinder Gas,Electricity",3500 sqft,6,06,06,"Uttara , Dhaka",,Independent House,https://www.bdhousing.com/details/245190/total-apprx-3500-sqft-6-beds-ready-independent-house-for-sale-at-uttara-12,Sale
"Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Fire Protection",1550 sqft,2,03,03,"Mirpur 1 , Dhaka",85.25 Lac,Land Sharing Flat,https://www.bdhousing.com/details/244553/1550-sqft-3-beds-almost-ready-land-sharing-flat-sale-mirpur-1,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1550 sqft,3,03,03,"Bashundhara R/A , Dhaka",75.95 Lac,Land Sharing Flat,https://www.bdhousing.com/details/245508/3-beds-land-sharing-flat-sale-bashundhara,Sale
"WASA connection,Gas Connection,Electricity,Electronic security",2100 sqft,1,02,02,"Pirerbag , Dhaka",3.00 Cr.,Independent House,https://www.bdhousing.com/details/244100/2100-sqft-2-beds-used-independent-house-for-sale-at-pirerbag,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",17.00 Lac,Residential Plot,https://www.bdhousing.com/details/245753/residential-plot-sale-mohammadpur-Modhucity,Sale
"Eid congregation place,Mosque,Lakes,School,College,Bazaar,Post Office,Banks",90 Katha,,,,"Mirpur 1 , Dhaka",,Residential Plot,https://www.bdhousing.com/details/243982/90-katha--residential-plot-sale-mirpur,Sale
"Mosque/Prayer Room,Security,Fire exit,WASA connection,Cylinder Gas,Electricity,Wi-Fi connectivity,Satellite or cable TV,Electronic security,Fire Protection",3000 sqft,6,06,06,"Ashulia , Dhaka",,Independent House,https://www.bdhousing.com/details/245457/3000-sqft-ready-independent-house-sale-ashulia,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Uttar Khan , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245448/3-katha-residential-plot-sale-uttar-khan,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1450 sqft,3,03,03,"Bashundhara R/A , Dhaka",69.60 Lac,Land Sharing Flat,https://www.bdhousing.com/details/245025/1450-sqft-3-beds-upcoming-land-sharing-flat-for-sale-at-bashundhara-r-a,Sale
,10 Katha,,,,"Shahporan  , Sylhet",4.00 Lac,Residential Plot,https://www.bdhousing.com/details/245227/10-katha-ready-residential-plot-sale-bateshwar,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Electricity,Generator,Telephone line,CCTV,Security Alarm System,Electronic security,Garden,Servent Room",900 sqft,2,02,02,"Uttara , Dhaka",,Land Sharing Flat,https://www.bdhousing.com/details/245337/900-sqft-2-beds-land-sharing-flat-sale-uttara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",1895 sqft,4,03,03,"Bashundhara R/A , Dhaka",2.09 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245472/1895-sqft-3-beds-ready-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",39 Katha,,,,"Ashulia , Dhaka",,Commercial Plot,https://www.bdhousing.com/details/245419/39-katha-ready-commercial-plot-sale-ashulia,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",1950 sqft,4,04,03,"Bashundhara R/A , Dhaka",1.95 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245477/1950-sqft-3-beds-apartment-flats-sale-bashundhara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Guest Parking,Fire Protection",1230 sqft,3,03,03,"Basila , Dhaka",51.74 Lac,Apartment/Flats,https://www.bdhousing.com/details/244605/1230-sqft-3-beds-almost-ready-apartment-flats-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245750/3-katha-ready-residential-plot-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2340 sqft,4,05,04,"Bashundhara R/A , Dhaka",42.12 Lac,Apartment/Flats,https://www.bdhousing.com/details/242429/%E0%A7%AB%E0%A7%A6-%E0%A6%95%E0%A6%AE-%E0%A6%96%E0%A6%B0%E0%A6%9A-%E0%A6%86%E0%A6%AA%E0%A6%A8-%E0%A6%95-%E0%A6%AC%E0%A6%B8-%E0%A6%A8-%E0%A6%A7%E0%A6%B0-a-%E0%A6%AC-%E0%A6%B2%E0%A6%95-2340-%E0%A6%AC-%E0%A6%AB-%E0%A6%AB-%E0%A6%B2-%E0%A6%AF-%E0%A6%9F-%E0%A6%B0-%E0%A6%AE-%E0%A6%B2-%E0%A6%95-%E0%A6%B9%E0%A6%A4-%E0%A6%9A-%E0%A6%A8,Sale
